candidate_id,epoch,mjd,candidate_ra,candidate_dec,catalogue,matched_object,object_type,matched_ra,matched_dec,separation_arcsec,match_status,notes
3EPOCH-003,B,60835.420874722,155.8860996996873,-43.30885217761553,Gaia DR3,Gaia DR3 5415805811523226368,star (Gaia point source),155.8859680013184,-43.308889739244755,0.3705507823133843,MATCH,"Static catalogue; search radius 8.0""; 'known' radius 4.0"""
3EPOCH-003,B,60835.420874722,155.8860996996873,-43.30885217761553,SIMBAD,,,,,,NO_MATCH,"No SIMBAD object within 8.0"""
3EPOCH-003,B,60835.420874722,155.8860996996873,-43.30885217761553,SkyBoT (IMCCE),,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='ssp.imcce.fr', port=443): Max retries exceeded with url: /webservices/skybot/api/conesearch.php?-ra=155.53526111642586&-dec=-42.9632336981278&-rd=0.005555555555555556&-ep=2460805.08166331&-loc=500&-filter=120.0&-objFilter=111&-refsys=EQJ2000&-output=all&-mime=votable (Caused by ConnectTimeoutError(<HTTPSConnection(host='ssp.imcce.fr', port=443) at 0x22378784e10>, 'Connection to ssp.imcce.fr timed out. (connect timeout=300)')). Not re-attempted per candidate/epoch to avoid repeated long timeouts against an already-confirmed-down host."
3EPOCH-003,B,60835.420874722,155.8860996996873,-43.30885217761553,MPC Checker,,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='minorplanetcenter.net', port=443): Max retries exceeded with url: /cgi-bin/checkmp.cgi (Caused by ConnectTimeoutError(<HTTPSConnection(host='minorplanetcenter.net', port=443) at 0x22378784690>, 'Connection to minorplanetcenter.net timed out. (connect timeout=15)')). Not re-attempted per candidate/epoch (no working reverse position-search endpoint available via astroquery for MPC; would require the raw web form, also unreachable)."
3EPOCH-003,B,60835.420874722,155.8860996996873,-43.30885217761553,JPL Horizons,,,158.31182,-12.61556,110752.70422539485,NO_MATCH,"Checked against 19 named major planets/dwarf planets/TNOs only, NOT the full minor-planet catalogue (nearest body: Orcus, 110752.7"")"
3EPOCH-002,A,60804.58166331,154.58258160930131,-42.33310069876902,Gaia DR3,Gaia DR3 5416104706886845952,star (Gaia point source),154.5828013443161,-42.333474557475974,1.4674409036950158,MATCH,"Static catalogue; search radius 8.0""; 'known' radius 4.0"""
3EPOCH-002,A,60804.58166331,154.58258160930131,-42.33310069876902,SIMBAD,,,,,,NO_MATCH,"No SIMBAD object within 8.0"""
3EPOCH-002,A,60804.58166331,154.58258160930131,-42.33310069876902,SkyBoT (IMCCE),,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='ssp.imcce.fr', port=443): Max retries exceeded with url: /webservices/skybot/api/conesearch.php?-ra=155.53526111642586&-dec=-42.9632336981278&-rd=0.005555555555555556&-ep=2460805.08166331&-loc=500&-filter=120.0&-objFilter=111&-refsys=EQJ2000&-output=all&-mime=votable (Caused by ConnectTimeoutError(<HTTPSConnection(host='ssp.imcce.fr', port=443) at 0x22378784e10>, 'Connection to ssp.imcce.fr timed out. (connect timeout=300)')). Not re-attempted per candidate/epoch to avoid repeated long timeouts against an already-confirmed-down host."
3EPOCH-002,A,60804.58166331,154.58258160930131,-42.33310069876902,MPC Checker,,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='minorplanetcenter.net', port=443): Max retries exceeded with url: /cgi-bin/checkmp.cgi (Caused by ConnectTimeoutError(<HTTPSConnection(host='minorplanetcenter.net', port=443) at 0x22378784690>, 'Connection to minorplanetcenter.net timed out. (connect timeout=15)')). Not re-attempted per candidate/epoch (no working reverse position-search endpoint available via astroquery for MPC; would require the raw web form, also unreachable)."
3EPOCH-002,A,60804.58166331,154.58258160930131,-42.33310069876902,JPL Horizons,,,158.27436,-12.82092,106868.49252039433,NO_MATCH,"Checked against 19 named major planets/dwarf planets/TNOs only, NOT the full minor-planet catalogue (nearest body: Orcus, 106868.5"")"
3EPOCH-002,C,60822.30895912,154.56274671125126,-42.337466113123774,Gaia DR3,Gaia DR3 5416104736947534592,star (Gaia point source),154.56329394960724,-42.33719741275189,1.7482507003146806,MATCH,"Static catalogue; search radius 8.0""; 'known' radius 4.0"""
3EPOCH-002,C,60822.30895912,154.56274671125126,-42.337466113123774,SIMBAD,,,,,,NO_MATCH,"No SIMBAD object within 8.0"""
3EPOCH-002,C,60822.30895912,154.56274671125126,-42.337466113123774,SkyBoT (IMCCE),,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='ssp.imcce.fr', port=443): Max retries exceeded with url: /webservices/skybot/api/conesearch.php?-ra=155.53526111642586&-dec=-42.9632336981278&-rd=0.005555555555555556&-ep=2460805.08166331&-loc=500&-filter=120.0&-objFilter=111&-refsys=EQJ2000&-output=all&-mime=votable (Caused by ConnectTimeoutError(<HTTPSConnection(host='ssp.imcce.fr', port=443) at 0x22378784e10>, 'Connection to ssp.imcce.fr timed out. (connect timeout=300)')). Not re-attempted per candidate/epoch to avoid repeated long timeouts against an already-confirmed-down host."
3EPOCH-002,C,60822.30895912,154.56274671125126,-42.337466113123774,MPC Checker,,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='minorplanetcenter.net', port=443): Max retries exceeded with url: /cgi-bin/checkmp.cgi (Caused by ConnectTimeoutError(<HTTPSConnection(host='minorplanetcenter.net', port=443) at 0x22378784690>, 'Connection to minorplanetcenter.net timed out. (connect timeout=15)')). Not re-attempted per candidate/epoch (no working reverse position-search endpoint available via astroquery for MPC; would require the raw web form, also unreachable)."
3EPOCH-002,C,60822.30895912,154.56274671125126,-42.337466113123774,JPL Horizons,,,158.25793,-12.68922,107357.16097726187,NO_MATCH,"Checked against 19 named major planets/dwarf planets/TNOs only, NOT the full minor-planet catalogue (nearest body: Orcus, 107357.2"")"
3EPOCH-002,B,60835.420874722,154.54799304090884,-42.3410598516556,Gaia DR3,Gaia DR3 5416104569447889408,star (Gaia point source),154.5484090973432,-42.34095460489401,1.1701396859011455,MATCH,"Static catalogue; search radius 8.0""; 'known' radius 4.0"""
3EPOCH-002,B,60835.420874722,154.54799304090884,-42.3410598516556,SIMBAD,,,,,,NO_MATCH,"No SIMBAD object within 8.0"""
3EPOCH-002,B,60835.420874722,154.54799304090884,-42.3410598516556,SkyBoT (IMCCE),,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='ssp.imcce.fr', port=443): Max retries exceeded with url: /webservices/skybot/api/conesearch.php?-ra=155.53526111642586&-dec=-42.9632336981278&-rd=0.005555555555555556&-ep=2460805.08166331&-loc=500&-filter=120.0&-objFilter=111&-refsys=EQJ2000&-output=all&-mime=votable (Caused by ConnectTimeoutError(<HTTPSConnection(host='ssp.imcce.fr', port=443) at 0x22378784e10>, 'Connection to ssp.imcce.fr timed out. (connect timeout=300)')). Not re-attempted per candidate/epoch to avoid repeated long timeouts against an already-confirmed-down host."
3EPOCH-002,B,60835.420874722,154.54799304090884,-42.3410598516556,MPC Checker,,,,,,SERVICE_UNAVAILABLE,"Connectivity pre-test failed for this run: ConnectTimeout: HTTPSConnectionPool(host='minorplanetcenter.net', port=443): Max retries exceeded with url: /cgi-bin/checkmp.cgi (Caused by ConnectTimeoutError(<HTTPSConnection(host='minorplanetcenter.net', port=443) at 0x22378784690>, 'Connection to minorplanetcenter.net timed out. (connect timeout=15)')). Not re-attempted per candidate/epoch (no working reverse position-search endpoint available via astroquery for MPC; would require the raw web form, also unreachable)."
3EPOCH-002,B,60835.420874722,154.54799304090884,-42.3410598516556,JPL Horizons,,,158.31182,-12.61556,107657.21195168092,NO_MATCH,"Checked against 19 named major planets/dwarf planets/TNOs only, NOT the full minor-planet catalogue (nearest body: Orcus, 107657.2"")"
