track_id,A_source,C_source,B_source,A_ra,A_dec,C_ra,C_dec,B_ra,B_dec,total_motion_arcsec,motion_arcsec_per_day,C_prediction_error_arcsec,C_gate_arcsec,motion_significance_chi2,flux_A,flux_C,flux_B,A_class,C_class,B_class,A_counterpart_epochs,C_counterpart_epochs,B_counterpart_epochs,passes_fixed_4arcsec_C_gate,rejection_reason,rejection_detail
REJ-0001,18995,16396,19991,156.57566171838172,-43.41738828268953,156.57679278279414,-43.418088949115855,156.57775778442388,-43.41860574616627,7.0178872528849015,0.22756377130169422,0.19304558697691285,2.126434786049085,104.08305419454521,58.52017878446244,142.1457416266525,72.91987190459945,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0002,26804,24441,28110,154.50512155094603,-43.388710767530384,154.50644570270282,-43.389276930710615,154.50726951453842,-43.38981723324208,6.887936075413743,0.2233499418449334,0.3435248337069683,2.1260523344960074,100.26410236369455,54.19405502692915,132.47201522107562,57.24732502984395,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,B,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0003,20658,18089,21720,153.15284255495192,-42.09283401891059,153.15184945061978,-42.09207928831728,153.15089470238237,-42.0916269844304,6.77930686207333,0.21982750374205298,0.4029857712950397,2.125738067907703,97.12652240074739,73.36021684096973,173.44188687212986,74.09289194744684,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,B,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0004,13193,10346,13899,156.596613504895,-42.74247240261758,156.5950467432388,-42.741513032829495,156.59369842890882,-42.741049774409205,9.253668768528495,0.3000617831922849,0.5854690780822015,2.1469018705399243,175.76494640223544,65.35514813147299,120.85094538257518,85.40649285929194,BLEND_FRAGMENT,BLEND_FRAGMENT,STATIONARY,,,A,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0005,32673,30455,34206,155.3084152575931,-44.37118446476163,155.30744483336474,-44.370811201195316,155.30618014161854,-44.370351617789545,6.486362354502987,0.21032841170442854,0.8937237315592738,2.1447429815897516,83.94651492209687,86.6351520201022,188.22933262538706,89.03879331351564,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,A,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0006,33617,31390,35165,153.54641552857728,-43.6908627754678,153.5482729636926,-43.6909667035618,153.5490496669661,-43.69111778093244,6.918034892316413,0.22432593362697226,0.906615361499804,2.3137705467562326,87.86553085135974,4.277102965000357,3.6404545041721272,4.254719761669792,BLEND_FRAGMENT,BLEND_FRAGMENT,STATIONARY,,,C,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0007,24937,22548,26177,156.25390182999286,-43.95220806523186,156.25499655562984,-43.952676351243184,156.25566805561292,-43.95345058911666,6.4001521751668555,0.20753293881816057,0.9090582750560918,2.1246799723849232,86.56610053432665,67.4971228684455,142.90505686911678,63.13784521407764,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0008,22240,19736,23360,154.67564307576532,-42.961887427153876,154.6765825402556,-42.962359705534396,154.67782459057065,-42.962994418539395,6.993671592382054,0.22677854822386204,1.0175646068473032,2.1263629817325915,103.3660032230048,58.328753274220354,140.2140084020846,58.88013108411331,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,A,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0009,31617,29342,33068,153.87006652274653,-43.62261006632736,153.87198566267145,-43.623291301712996,153.87373905558002,-43.62332975395205,9.915192621149997,0.3215125214677811,1.0852791730648494,2.362788346015588,162.36691311459893,2.5904045547559105,3.466456016965385,2.18419438452869,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0010,29196,26905,30612,155.93557120222422,-44.27270599226295,155.9341716259102,-44.273202774194964,155.93366721902837,-44.27404427640958,6.877366070876214,0.22300719622811727,1.257347804050216,2.145839042847699,94.37230040165066,9.146585867858825,12.009618195932944,9.323233207088919,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0011,7029,3951,7390,155.40471734127436,-41.43779970749392,155.40471315508591,-41.436727208376944,155.40534042702936,-41.435488946978275,8.487006798159342,0.2752018099547448,1.3432692919009463,2.4884845767807717,111.5458639372738,2.3899567684787515,1.9656388125481454,1.8424653196587513,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0012,25006,22615,26249,156.9223551765206,-44.24317425860255,156.92306103260267,-44.244207741425065,156.92402989770494,-44.244363367650735,6.081059532778157,0.19718596080611783,1.4233100395001654,2.1436739972955423,73.78341770668547,105.89650192793039,188.72120689777512,87.82815142917451,BLEND_FRAGMENT,BLEND_FRAGMENT,STATIONARY,,,C,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0013,14347,11552,15106,156.56201965503982,-42.8650350307686,156.56227009060058,-42.865835160393374,156.5615788796827,-42.86670681413373,6.129766159464056,0.19876533409278194,1.4500092305941434,2.1546187730853426,71.85193966937855,6.5060315566058575,8.939274303168814,11.370422110291013,STATIONARY,BLEND_FRAGMENT,BLEND_FRAGMENT,B,,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0014,9448,6488,9973,157.6184038073303,-42.71549513011077,157.6190940573299,-42.71643183017264,157.62028583427804,-42.71657457335042,6.315158986201407,0.20477692836672673,1.5390326737671196,2.1314851388690843,81.86022670480176,82.3442497863813,185.06313165056304,78.99548476900556,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0015,11278,8388,11893,155.38292360870432,-41.97424244521332,155.38323403124818,-41.97493135148895,155.383444718274,-41.9762652521539,7.414457406454741,0.24042305451331136,1.7061561029111076,2.1474481625671187,109.68797207891467,166.8613231758992,100.52203571661292,147.78453503318227,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0016,13079,10226,13821,154.06034732524762,-41.60684828691408,154.05826804909177,-41.60737858841774,154.05665518232922,-41.60686894748093,9.938740601869835,0.3222760941935958,1.8699293529129395,2.1823086921319237,178.51431621723523,3.7886379886615904,8.288821676561408,9.122056911599984,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,B,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0017,9545,6571,10055,154.888188796892,-41.5396397134537,154.8908628604906,-41.538039282090615,154.89192434986168,-41.536047663305894,16.387379327555145,0.5313812700534464,2.1930959400126753,2.146673211208593,551.2179851969697,23.714018935223915,20.283497691382845,17.759874951026703,STATIONARY,BLEND_FRAGMENT,BLEND_FRAGMENT,C,,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0018,23284,20858,24488,156.768719168868,-43.99187993638816,156.7686418589329,-43.9929284058033,156.77006301302796,-43.99379304053065,7.716660647904197,0.2502223725766736,2.2086178581028837,2.102404923181396,122.22587915663449,74.53779243097469,73.66109692182857,141.80357045120869,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0019,12996,10147,13725,154.2220528614651,-41.67198230567409,154.22083466172617,-41.67174064183285,154.2199245365908,-41.672651272247094,6.2092360157799575,0.20134224357513592,2.2543843750465165,2.1312050436808168,79.13720393147871,104.11513331441748,131.98363960241926,60.37966428401289,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0020,3202,6,3348,157.16601919264713,-41.68430211428692,157.16537314547202,-41.68463354196069,157.16399110755543,-41.6839334772496,5.61180542564345,0.18196980949583763,2.403873878028425,2.383265618231575,48.76964346328734,3.793711154858717,2.9883247424522623,1.7276913045910782,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,A,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0021,24305,21885,25494,155.8524270640071,-43.70801508522325,155.85310447781768,-43.70869222085506,155.85501556187532,-43.70860940109487,7.067721668294959,0.22917971454824126,2.4305941063590675,2.1463956463724045,99.6687782574442,143.74764888148874,126.80184403036361,91.52566877912567,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,A,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0022,11603,8740,12237,157.25820500648535,-42.83021533484947,157.26044019473352,-42.83000252722544,157.26099029342348,-42.83071117551007,7.567062331143275,0.2453714600561702,2.45250921588137,2.135151089874421,117.53277459452829,135.83172475800447,102.58665394950785,72.18057213243026,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,B,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0023,29054,26766,30466,156.14029729367456,-44.34676350850951,156.13971277248655,-44.34743088959115,156.14078224767823,-44.34854865700408,6.54667969729175,0.21228427698201127,2.57050396151909,2.1449079149690817,85.51502840219216,187.62718325078438,93.38969772926518,115.60673137139234,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0024,30425,28124,31845,155.50013946838803,-44.21560617834283,155.49993585259517,-44.214297796731664,155.5012233309364,-44.21402359707406,6.346667708633447,0.20579863809889518,2.5708626446581615,2.1443668114498053,80.36959489153547,115.82610735044865,115.30242949903683,98.08291969173455,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0025,33207,31018,34773,153.35711538964998,-43.56402571227288,153.35818126513897,-43.565341521343775,153.36000183342227,-43.565260836559474,8.744327526483891,0.2835457563963981,2.6743417378277714,2.1391944102867884,156.94851042752873,128.0524330744471,102.78649927242346,68.38365723032003,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0026,7907,4927,8465,155.59452628038542,-41.63941490737611,155.59468998363602,-41.648298393214574,155.59629026249735,-41.6555573245324,58.30612078156323,1.8906488886053676,2.6945491768273255,2.760742689690365,6783.1052188920485,228.73563293941655,263.97753064469634,222.77265203332672,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0027,30661,28406,32138,156.50530728062893,-44.67305621789028,156.5047495434143,-44.67434435593707,156.5058938719744,-44.6745231560846,5.49033801266004,0.1780310767130614,2.795364980623969,2.1422386142743086,60.14484682982056,149.9108206167818,177.04300556732574,172.12319507005418,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0028,31363,29093,32825,155.6163260844805,-44.36413744362258,155.6143939540474,-44.36434441275119,155.614254482209,-44.363455094546495,5.8703372168514525,0.1903530261661383,2.8798105929960074,2.1361495892735474,70.73436600955729,78.12095870308778,108.51949030913866,101.79672355111865,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0029,7097,4006,7494,154.93036447476078,-41.23782399191888,154.929489194727,-41.235833812171116,154.92816485776723,-41.23570961461458,9.664253561740034,0.313375508622105,2.9814874080783014,2.14852933697285,191.70833620906117,75.90757974628596,116.63147340854047,86.07364419689297,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0030,29326,27014,30720,153.28719944500696,-43.115588989241104,153.28786956601323,-43.11674072848166,153.28924963292127,-43.11629976175834,5.96443979531452,0.19340441996495805,2.990418832533286,2.0913504907990905,73.02031201980057,126.51654222048376,77.82181560531711,77.36751214071673,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0031,15878,13180,16748,156.93478930798517,-43.2088632071459,156.93350394121688,-43.21004756880831,156.93277027189995,-43.209485155586,5.751449006017031,0.186497927238798,2.994597454665726,2.4015517336010546,48.22127643736627,1.400743843750105,2.7654565671431453,1.9716815338460751,BLEND_FRAGMENT,STATIONARY,BLEND_FRAGMENT,,B,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0032,14218,11435,15037,155.7409293251436,-42.49286750688944,155.7365443734084,-42.492902391591514,155.7319915785535,-42.49403671284288,24.095523370062466,0.7813274810485835,3.04215150454794,2.198710543433205,1226.9870582200563,46.11460657406913,57.03209135655151,40.27672871057024,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0033,22770,20301,23947,155.63337201308977,-43.4436068310151,155.63237709968817,-43.44471718770302,155.63361275639363,-43.44502312033193,5.137323579664894,0.16658414221532047,3.1482765493647173,2.244909181492158,45.89235455424938,3.723575246072123,7.592603012048648,5.157597734166836,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0034,7222,4175,7652,157.22689148337702,-42.25963399258422,157.2253104282223,-42.26026452416118,157.22608640904951,-42.261237955301304,6.159801119206803,0.19973925522654543,3.158841830956213,2.1368830406606985,77.88211676388326,75.95785655832552,94.17808395958357,94.08585155932259,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0035,18164,15523,19116,154.69882158653274,-42.50331530396901,154.70017640664204,-42.50290250537534,154.70048623046665,-42.50405523550823,5.158935455936446,0.16728493433295363,3.1967802024498972,2.1414971407122265,53.103169958591394,142.68927010774235,88.18031131856004,124.2376475199641,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0036,29635,27292,31048,154.6211597123444,-43.74567479227241,154.62243803261737,-43.74534977287694,154.6232611547874,-43.74667315774917,6.541083427282251,0.21210281092781375,3.2412420876411465,2.0988143056927044,87.82208480811099,60.571108040799324,55.504254183800256,102.10406916682366,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0037,18034,15356,18956,153.56884764389184,-41.978442718736,153.57010346311236,-41.97778856310337,153.570929127753,-41.97888555156374,5.794134430100568,0.18788205550048653,3.2752026514002153,2.096837878576362,68.90988103272018,73.80408978735878,60.88602013688667,85.8530343433417,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0038,18021,15360,18960,154.1031035555498,-42.21931554422439,154.10490198659207,-42.21907506366559,154.105249265216,-42.220303635960235,6.736344812207709,0.2184344055434102,3.277194432698036,2.093458930761939,93.14359249891609,88.8152016858005,78.71038866958438,74.86716686958337,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0039,22175,19690,23307,155.88470415876375,-43.485640606304806,155.883939041494,-43.48653626950829,155.88272364315446,-43.4856747630262,5.174504564906504,0.16778978216327134,3.3010251799134305,2.3056687165909135,41.465023918155474,2.9952789469285657,4.481586716481062,1.8684655698584705,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0040,27373,25027,28729,156.76046799296228,-44.43230951949351,156.7602398358745,-44.431354860006834,156.75834570051543,-44.43167125223505,5.919890012298508,0.19195983753316873,3.3132859224140514,2.143267934283046,69.92420441737957,104.90896986813239,116.03622254945145,125.51260688095654,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0041,20972,18415,22063,155.5748632232113,-43.21293251854901,155.57201527869927,-43.21190857478587,155.5711127243567,-43.21253684550782,9.942891757911045,0.3224107006199974,3.3939586217041358,2.097800805327669,208.92609031977705,37.28024688923118,41.73389888467229,79.04978510759766,BLEND_FRAGMENT,BLEND_FRAGMENT,STATIONARY,,,A,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0042,30026,27723,31422,155.9838394359042,-44.3806641585388,155.98211747820304,-44.38074031726387,155.9818175139528,-44.37931082961934,7.127471826313624,0.23111718815028726,3.3952637814744073,2.10764599003613,101.36109103266195,99.58793223180002,74.5037397916427,159.53934837502297,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0043,4948,1845,5209,157.71961383206204,-42.165300788915495,157.71984105167064,-42.16649167416225,157.72160550544137,-42.16621168521986,6.244746576244206,0.20249371791051504,3.430181368331157,2.1440974847159673,77.80901098490743,129.49681249051147,113.5205795384371,116.04482675764017,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0044,20797,18243,21878,157.18042258201007,-43.88232871211535,157.18063896630463,-43.882653582589136,157.18186195584488,-43.884366204700925,8.231053516127155,0.2669022046693582,3.4346259109856154,2.2387126824872534,124.38382035449207,5.1359286579914825,5.542518834351574,6.928784871902695,STATIONARY,BLEND_FRAGMENT,BLEND_FRAGMENT,C,,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0045,21465,18939,22572,156.09555684376213,-43.497692182347386,156.0979091755146,-43.498398630412694,156.0974206052883,-43.4994555091146,7.9990577618747425,0.2593794521854169,3.5232102732504935,2.136567859926496,131.33546973838722,146.1203474068246,140.24865035576886,61.346910957664086,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0046,25281,22883,26502,155.0109688522088,-43.448816781800495,155.01396031762044,-43.44826323899093,155.01723076325788,-43.446323915005834,18.665250709466985,0.6052440984987129,3.5424508465079247,2.150661679022846,736.2662778910911,28.257948713754917,42.87997340968605,25.502201314667744,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0047,21413,18861,22503,156.22252479339247,-43.54557291930637,156.22179552992122,-43.54429241788582,156.2201328701242,-43.54485305175958,6.758096350879715,0.21913972638905094,3.5459697869140707,2.132707309304269,93.74608168157303,134.58295098074777,89.01334661475322,64.9761351191123,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0048,24181,21744,25410,154.46714154118862,-43.08763057920501,154.4682488523954,-43.08781363472191,154.46725866908326,-43.08908911713372,5.259758617221831,0.1705542514350814,3.6113863918650893,2.1289044934287578,56.78530903114286,81.89075758460325,134.69323885306108,58.15332838111601,BLEND_FRAGMENT,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 3 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0049,24744,22346,25995,154.84295525328073,-43.316499094015775,154.84265103704624,-43.31737167010832,154.84467890494767,-43.31875000547952,9.276045700701564,0.3007873832043644,3.715620034338783,2.1647184456497808,164.54187480980445,6.249516656451437,12.096061059422023,12.495088512759782,STATIONARY,BLEND_FRAGMENT,BLEND_FRAGMENT,CB,,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0050,13384,10497,14093,153.93844805145795,-41.58893738946494,153.93791562907208,-41.587454362608725,153.93681863884325,-41.5880940377207,5.3353453971858835,0.17300524731024317,3.7548712899539343,2.230802227092085,52.26104874325481,5.514838208628178,4.345179302284317,5.4119693801370525,BLEND_FRAGMENT,BLEND_FRAGMENT,STATIONARY,,,A,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0051,26752,24413,28074,154.7414508635074,-43.487358804748354,154.7394338881938,-43.489311502937994,154.7385578035582,-43.488969043392075,9.523693475726901,0.30881767203752747,3.81132751209696,2.165686055539143,173.44488635558534,4.832009116072869,10.273584393428768,11.593727414501998,FREE,BLEND_FRAGMENT,BLEND_FRAGMENT,,,,True,BLEND_MISLINK,0 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0052,21169,18569,22215,153.60845261619613,-42.35950158383639,153.61165231819209,-42.35768808377622,153.61281380922873,-42.358061618279315,12.707054023487817,0.4120421191620818,3.9987341985765563,2.199750169156196,296.44408799126796,5.758689531798184,10.731633121274134,6.893127986401743,STATIONARY,BLEND_FRAGMENT,BLEND_FRAGMENT,C,,,True,BLEND_MISLINK,1 stationary + 2 blend-fragment detection(s): the path is built from detections around persistent sources
REJ-0053,30363,28119,31921,154.10820606302227,-43.595567790593925,154.1228778979898,-43.60896267164955,154.13363045862687,-43.61891790759634,107.04383843076698,3.471030338639451,0.1787568696414177,3.930296711345971,18924.2453742121,2.576071365738893,4.305665840360221,2.8750846402678194,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0054,22242,19928,23679,154.84899614447963,-43.03848954899822,154.83820188804575,-43.05337358953407,154.8301989769653,-43.064278435545106,105.18784401061252,3.4108473983119856,0.2172633792572276,4.0018130828166125,17134.65950658739,1.7666916376874082,1.85796937405695,2.7891352554720137,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0055,32020,29763,33500,156.36718596009507,-44.7576826903226,156.35477465976666,-44.750744789906925,156.34563231175406,-44.74544513826386,70.5500692359263,2.287674230491992,0.35215626458011307,3.128904264949162,9137.93216079602,4.782215281501538,3.676019237599359,4.86859210830612,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0056,28236,25908,29647,154.09797422185383,-43.36604358029771,154.09765752709652,-43.36694619483474,154.09761331960172,-43.36748311085945,5.2676799705070465,0.17081111122242776,0.3935508337690671,2.152565686459663,53.06271247321655,7.448300072766437,16.517143643949797,15.835962908109563,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0057,28691,26384,30106,156.15600983674207,-44.31551261719695,156.15606017416027,-44.31634572314701,156.15581537339946,-44.316944674266914,5.179681579999819,0.16795765335245816,0.41911012330810127,2.141542210951525,53.53112650794336,9.232892115350426,13.279908424980551,10.723182884408253,BLEND_FRAGMENT,STATIONARY,STATIONARY,,AB,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0058,27266,24816,28418,156.33953935695487,-44.239894796691395,156.3504855720801,-44.23335325109031,156.35833402824616,-44.228403487174454,63.73027884609884,2.066533997730598,0.43376443367775497,3.024844198540709,6707.904334409002,2.791854424584677,3.6064682085635855,3.028403803310447,STATIONARY,STATIONARY,STATIONARY,C,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0059,10668,7921,11525,155.23261169081613,-41.83132316164713,155.22877213203392,-41.84871015642677,155.22584254176655,-41.861772231655976,111.10963534340816,3.602868888540216,0.4400094812165283,4.060330270861281,21466.93012016571,3.2647560121873207,2.634531590686532,5.029654012651707,STATIONARY,STATIONARY,STATIONARY,CB,B,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0060,22148,19659,23282,154.0593998502156,-42.67622358033979,154.05976013697028,-42.677321827167155,154.05977888262996,-42.67795599865063,6.316870832877582,0.20483243713617305,0.5272153235675894,2.1442876256582997,79.61671436429701,12.66945853809427,17.901086380687968,14.266421418274257,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0061,26801,24232,27781,154.363509392455,-43.32652938317524,154.36948843794144,-43.307932179315756,154.37357064177493,-43.294252748783,119.14743302535238,3.8635045310851055,0.5357892957700495,4.224474151027842,24685.156121883807,4.473785812220915,6.312387309379932,3.141682841934929,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0062,25649,23471,27265,155.63820875624026,-43.76358842885145,155.62009464940868,-43.77523583496761,155.60632870094398,-43.783827940195614,110.34764138722862,3.5781602815009634,0.5517974389771374,3.9563266132480046,22355.23042137679,4.845710608952017,9.111823206228177,4.19828841949302,STATIONARY,STATIONARY,STATIONARY,C,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0063,14663,11782,15301,155.7425583365449,-42.546800667424016,155.73386736417405,-42.53271825435564,155.72713941033044,-42.52246647663349,96.68139343304749,3.1350150994920774,0.5695324353838955,3.7204631954052174,16253.702270955837,4.647230206934124,3.8401269368200723,2.833125771815008,BLEND_FRAGMENT,STATIONARY,STATIONARY,,AB,AC,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
