track_id,A_source,C_source,B_source,A_ra,A_dec,C_ra,C_dec,B_ra,B_dec,total_motion_arcsec,motion_arcsec_per_day,C_prediction_error_arcsec,C_gate_arcsec,motion_significance_chi2,flux_A,flux_C,flux_B,A_class,C_class,B_class,A_counterpart_epochs,C_counterpart_epochs,B_counterpart_epochs,passes_fixed_4arcsec_C_gate,rejection_reason,rejection_detail
REJ-0181,27940,25509,29149,153.6708357184099,-43.14018547521495,153.6901575523965,-43.13887149425893,153.70326624252533,-43.137945525459315,85.57274061742258,2.7748031385823873,1.788313171871715,3.4763074333152755,12093.892539237459,2.031319873301703,2.624995617155797,2.9286708444060485,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0182,22575,19975,23532,154.075467738447,-42.73155049190547,154.0994709665557,-42.73020332758453,154.11623382423585,-42.72967268754048,108.01308989868356,3.502459529709474,1.788413646493711,3.8525153624633144,23947.33259365923,15.493544085315715,33.9947467710763,24.732331379968027,STATIONARY,BLEND_FRAGMENT,STATIONARY,CB,,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0183,14898,11975,15434,155.46562309063293,-42.45380058152849,155.4899223029578,-42.447360429158934,155.50678835761084,-42.44287974289118,116.2037620980012,3.7680523196772033,1.7884212481952824,4.2755949324133775,20911.478924080813,2.002370417911236,1.4475936636433357,1.4593817325941134,BLEND_FRAGMENT,STATIONARY,STATIONARY,,AB,AC,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0184,18679,15962,19440,157.1590379126762,-43.63240206985216,157.15637697670098,-43.618613927449296,157.1549879984181,-43.60765852038042,89.69990969242195,2.9086317576045153,1.790896713796715,3.454713436146079,14771.92359207971,5.1524861016985035,9.193303930645502,6.421447135327974,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0185,24796,22268,25783,155.93619939128882,-43.80071917755772,155.93830040509988,-43.78588962982335,155.94101561062774,-43.77469648280797,94.51417750686338,3.0647404125932796,1.795931763961247,3.67884840713001,14753.298907120448,3.307197095452854,3.860158934286734,3.3934074338983105,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0186,10171,7201,10645,154.92211813694018,-41.633949045794445,154.9398742814188,-41.63564096295349,154.95184652875582,-41.63690937568732,80.69389130071492,2.616600347611887,1.7959895196208246,3.360005568410726,11322.643041746422,4.449381616133789,2.0567609387641164,2.222639116650554,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0187,25403,22848,26348,154.15975311267755,-43.084323924318944,154.16551019023575,-43.06787136456335,154.17016247234764,-43.05487938194283,109.47826470556006,3.5499696552863687,1.8041477631282457,4.093573924637324,19794.796108983217,3.79828022714596,1.5618937016165182,3.191646446096694,STATIONARY,STATIONARY,FREE,CB,B,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0188,13815,10968,14525,155.68544765992308,-42.41843936602484,155.68495342262162,-42.41809100173661,155.68507759658854,-42.417038727582856,5.1373213175652,0.16658406886390872,1.8065595281701623,2.0821974198578657,55.7751457556568,58.793777850188114,48.61915818686806,37.998364093308325,STATIONARY,STATIONARY,BLEND_FRAGMENT,C,A,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0189,22377,19745,23232,156.60429384633812,-43.81766909505967,156.62712178961362,-43.8121630089088,156.64500542665354,-43.8075935777737,111.80711968262858,3.6254856905687216,1.8118996007993833,4.102573001850718,19359.016522972426,1.3310959993431535,2.3434548465435276,3.296085742497922,STATIONARY,STATIONARY,STATIONARY,CB,B,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0190,31352,29008,32735,153.2382801548129,-43.308529331567144,153.25515740922532,-43.31168248768734,153.26645233052233,-43.314176375033085,76.54574772000589,2.4820916040097414,1.8202430083981584,3.26324873301977,10188.462175322093,2.5788460274643037,3.1588982476661145,6.3279150890028655,STATIONARY,STATIONARY,STATIONARY,CB,B,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0191,21955,19361,22925,153.30436148644944,-42.31269716091032,153.3285351600282,-42.31514652753295,153.3470998873549,-42.31768202900604,115.17749747630715,3.7347744057907697,1.8280328941732518,4.250529315901402,20543.746512289275,2.7070646191399694,1.656280053231732,1.8008876989225457,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0192,27185,24708,28300,153.77048374433045,-43.102463471452,153.79188486254844,-43.09926161603928,153.80864349043472,-43.097461132669785,101.90991205830417,3.304556355116475,1.8309754598473773,3.7357238369072743,19860.196254275757,6.437678463428558,8.794111889975921,9.403354082240405,STATIONARY,STATIONARY,STATIONARY,CB,AB,A,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0193,19729,17127,20780,155.31330529189594,-42.954310334277864,155.31271765730477,-42.954493743144994,155.3111954029853,-42.95501838982578,6.1156964007301795,0.1983091045690788,1.8334301713064012,2.1309616035302406,76.77082390610396,120.92234740582602,129.66782364989226,58.38172905185089,STATIONARY,STATIONARY,BLEND_FRAGMENT,C,A,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0194,3542,363,3692,157.79337512699567,-41.999583740309404,157.79343958640888,-41.99914401467912,157.79420513411785,-41.99811100814763,5.748079722491311,0.18638867400658307,1.8341170405590346,2.142846991408971,65.92434504760924,167.11986946080202,231.6589153784549,125.12785994858949,STATIONARY,STATIONARY,BLEND_FRAGMENT,C,A,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0195,22855,20442,24141,154.7258883812206,-43.05429167435302,154.72929324857913,-43.06339877251299,154.7305884154975,-43.070164444570565,58.463881557064646,1.8957644790591506,1.8504050426204404,2.772145077286844,6536.209649806617,5.474099523326098,8.089601205161909,9.477886268970153,STATIONARY,STATIONARY,STATIONARY,CB,B,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0196,7769,4574,7925,156.7767529538015,-42.13860180756856,156.7863153694195,-42.12309331382653,156.79321178595058,-42.11073740725517,109.5159440941967,3.551191456587746,1.851550872618697,4.124095602652682,17483.92189856748,1.9369159920264634,0.8794844993724024,1.9142564168860137,BLEND_FRAGMENT,STATIONARY,STATIONARY,,AB,AC,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0197,22558,19930,23436,155.03631683720243,-43.15775534693817,155.05115226064805,-43.14775789309977,155.06130745093827,-43.14103425053173,89.06040798072942,2.8878951147912786,1.8579798408361523,3.5451183870992558,13792.273436325542,5.599451856506617,3.2302131223245047,2.582708228582505,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0198,15382,12715,16325,154.79198768218822,-42.215464877111145,154.77547051639996,-42.21491619345633,154.76409095984243,-42.21385844213448,74.60489245362815,2.419156944609776,1.861936144007489,3.230879867163175,9678.345360488756,5.638921578668616,2.3932738311179103,2.8407734311308053,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0199,19246,16588,20168,155.33808811306994,-42.909074826901296,155.32096862816164,-42.89589060233152,155.30953439107725,-42.88615880108795,111.69818205383774,3.621953251709132,1.8622930790132302,4.176437742476158,18187.640640164922,1.441098917889025,1.0635242477584068,1.0610714215700783,STATIONARY,STATIONARY,STATIONARY,CB,B,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0200,30745,28245,31848,156.55677067136597,-44.702891916359434,156.57000324886067,-44.68808449029544,156.57985116035843,-44.67803238792053,107.23097213244763,3.4770983829607087,1.8648724159564423,3.9266162763691894,19994.335928230033,4.481595614388433,6.055678013389076,2.586446721501461,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0201,16260,13561,17143,157.01381486387027,-43.285712697304845,157.01263263618551,-43.28680724904551,157.01264514635207,-43.286984669348485,5.510388286246989,0.17868123191058202,1.8698690878994115,2.090229109131233,62.32593041242223,19.63550650296628,35.85690002686963,37.733487733327514,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0202,17586,14907,18454,156.48902101483117,-43.22011088187839,156.49006184572573,-43.21877688073747,156.49018300028158,-43.218561678266184,6.355883696844002,0.20609747804286885,1.8723803240653534,2.2332077352439668,74.16601152826716,4.113512042418852,6.258282767267774,5.911238203680639,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0203,22325,19992,23762,153.8513254116339,-42.602256047302134,153.84432812651616,-42.61831306519444,153.8389687832106,-42.63109437052216,108.85675921782487,3.5298165625424547,1.8932000117348338,4.005031906690454,20605.222076049406,2.34927936289865,2.587928035623225,4.480122963907652,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0204,9436,6326,9696,155.91501003907223,-41.980505371804206,155.93660695402454,-41.971125994386995,155.95379585013774,-41.96435387243426,118.98441004702269,3.858218307123287,1.9001250329877464,4.15976173608035,28247.523668200236,8.533337497939767,17.6895147026841,16.662682280982608,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0205,23562,21065,24675,153.09774549160971,-42.403177538251036,153.08684181029457,-42.39326913242783,153.07946171878743,-42.385170887283365,81.0256414218434,2.627357760202515,1.905574294224495,3.446599075735826,10842.768321635265,2.1686401110994598,1.226142681395809,2.5775816341478657,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0206,19589,16978,20586,154.25006039998752,-42.465883053749586,154.23148390271763,-42.455004084242546,154.21673800553492,-42.446407836284294,112.91093041560107,3.6612781340986813,1.9111431456590091,4.06077021456852,22168.610363579417,2.978596857696087,7.131653125721764,6.573667160871327,BLEND_FRAGMENT,STATIONARY,STATIONARY,,AB,AC,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0207,19968,17235,20761,154.99182373959553,-42.84028256064554,155.0021085016339,-42.8288113715136,155.00941282276207,-42.81942876624494,88.27530508492939,2.862437171482957,1.9142554632824034,3.476055044857356,13550.176505994608,6.118123061016549,4.212517773605246,3.853310224730401,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0208,32340,29913,33546,153.13352644545847,-43.36742823630951,153.13237497078268,-43.34895580250511,153.13065729592256,-43.33597049029355,113.49667215766763,3.6802715426603103,1.914490806843903,4.025159693634232,24632.979058004865,6.141242072546263,9.865880860736901,10.187372506307057,STATIONARY,STATIONARY,STATIONARY,C,AB,C,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0209,17550,14998,18676,155.8787048032861,-42.95263484268218,155.87395343218986,-42.96196084027634,155.87046026841566,-42.96978400351002,65.446431089378,2.1221823805751536,1.9149284056944473,3.071688173149152,6633.096396007756,1.2220213822663986,2.797565190420224,2.996218138263555,FREE,STATIONARY,STATIONARY,,AB,AC,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0210,33109,31076,34977,154.28900850662026,-43.96951826089413,154.26431804875443,-43.97719441866445,154.2473017267182,-43.98312586567754,118.63439768616992,3.8468687185693926,1.9282101893092847,4.261572140741995,23244.300545093698,2.077150785480066,2.3307503471145057,2.242416425090263,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0211,18463,15885,19481,154.9179351580653,-42.636565219455264,154.9329633177334,-42.64654321542002,154.94371660396365,-42.65302451053148,90.39810558069038,2.931271632500822,1.9401342739087788,3.596525012881354,12655.025658543174,1.8919239729613733,3.045342679110354,3.8788499490624218,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0212,28941,26554,30192,155.92834725676076,-44.243440004637314,155.91495251079357,-44.228889710892325,155.9058576310499,-44.217388778727575,110.27704069851846,3.5758709658707106,1.9466357744470377,4.046505513467772,21146.412735030557,6.079049987586298,3.5659347655287297,3.5195430869048843,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0213,23741,21296,24926,154.0290096021088,-42.84347844618423,154.01369299043475,-42.83606354040136,154.00314790106836,-42.82983424093287,84.10507357494282,2.7272121991490694,1.946988961751157,3.434469507328103,12300.163608976683,5.8164676340533426,2.716036662532815,2.9442853296204796,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0214,27272,24931,28645,154.16374956972567,-43.28899539716191,154.16229187924804,-43.289857866177634,154.16230486982874,-43.28999085640925,5.212908089730876,0.16903506448619834,1.9476390416588794,2.1524456780963908,51.96498637990973,4.033993044839484,8.217393747807304,9.234417073917134,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0215,30890,28517,32175,155.3098444920237,-44.18187345081269,155.29960129733104,-44.16732390946562,155.2933325954658,-44.15648241298166,100.86292125231681,3.270606368782519,1.9480793722285679,3.889267549683356,16801.896589733056,2.0968164206593674,1.898659344313136,2.467862680661027,STATIONARY,STATIONARY,STATIONARY,CB,B,C,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0216,11644,8645,12057,155.96789916811653,-42.27714647825968,155.96605809818976,-42.26223786110597,155.96565418439653,-42.25058007839491,95.82587984957549,3.1072740015747966,1.9634750077127463,3.7728961557237124,15165.643888225979,2.145120462109425,0.9239409168038796,2.1564920778551957,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0217,27668,25393,29132,153.7651361918387,-43.154646508915256,153.74640742713737,-43.152394201274255,153.73366816157025,-43.15022420245687,84.1649193678674,2.7291527738325483,1.9782573843675222,3.4357887046214457,12317.674441729623,5.404541865763379,3.7896406107870053,2.9922527526307183,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0218,20629,18072,21668,157.14759352480345,-43.84889715787461,157.1706608015078,-43.85790359530802,157.1885680785975,-43.86382533608058,119.17088439785847,3.8642649711687636,1.98400285702637,4.15798815617022,29150.411559611373,11.76084007566973,11.176610129763725,27.567245895099624,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0219,30433,28130,31891,153.16726192687855,-43.18064414135647,153.16720522424941,-43.180925160703026,153.16658674494144,-43.18199759598682,5.18479401546836,0.1681234304665432,1.989458343443825,2.141553345174602,53.636850956947924,19.44569729515799,16.994504202560726,8.774077083989667,STATIONARY,STATIONARY,BLEND_FRAGMENT,C,A,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0220,25991,23614,27291,153.3097546946324,-42.763145490014054,153.30982744370866,-42.76454654992664,153.3097118747847,-42.7646284247379,5.339764424896306,0.17314853981054046,1.9917425488230442,2.1418960352561522,56.891116009963774,110.02984692233865,147.28432399200673,86.06330438678133,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0221,15574,12701,16175,154.39486764906692,-42.058398592246924,154.39209683686883,-42.04250606274863,154.388751263926,-42.030730433092444,100.93865804159016,3.2730622288971487,1.9924287266489025,3.911199375055731,15778.27149211979,2.436016896051347,1.0783885324247844,1.0432700902927436,STATIONARY,STATIONARY,STATIONARY,CB,AB,C,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0222,20182,17774,21531,153.90147592166687,-42.376789109192615,153.8780976620394,-42.38613297676585,153.86161792535702,-42.39229053921873,119.78013677419378,3.884020741450822,1.9929698063733834,4.216443907673759,27435.968241080926,6.89909194585625,7.833961009038827,11.664134232299727,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0223,29970,27682,31421,155.87036893819555,-44.32854962666998,155.86935195535574,-44.32957489248149,155.8687975718518,-44.32937818187035,5.027146817189651,0.16301152289625537,1.997932891598133,2.0819553829475446,53.40850138458551,48.92863541120355,78.46513308274561,67.24437062155262,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0224,28637,26180,29832,153.64305844635368,-43.203584861276845,153.64816175622892,-43.19327904964555,153.6507324271886,-43.1852539235895,68.99640736870157,2.237294801314364,1.9982623763949865,2.9743084333930483,9498.4603323081,9.119627604153557,18.931860941860837,15.813262298402261,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0225,20960,18402,22029,155.2418289720842,-43.06497638091328,155.24212918340942,-43.065344180524235,155.24367432951894,-43.065548306216435,5.272093119015834,0.17095421308225905,2.0052459909227878,2.3354441130317527,48.33176363451232,4.002529223173043,3.0548535518813376,3.6140363529357553,STATIONARY,STATIONARY,BLEND_FRAGMENT,CB,AB,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0226,21359,18910,22635,154.2412332632739,-42.667386163388436,154.22467584654723,-42.67253471661442,154.211113533202,-42.67628312484961,85.91697328723974,2.785965313425912,2.0056303057871747,3.4962708839444323,11431.476021217431,1.0922822500169411,2.436849546051407,2.6124586691502985,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0227,22582,20104,23719,156.06254605222696,-43.608243349204535,156.0629377816207,-43.6078320822038,156.06232187458616,-43.606814049301036,5.178555782874209,0.16792114797264898,2.0059101467748097,2.082289347802447,56.674092121566794,56.62804898902994,77.86396700348465,39.414462335686125,STATIONARY,STATIONARY,BLEND_FRAGMENT,C,A,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0228,13838,10882,14339,157.43732848522507,-43.17832279030029,157.4513030936152,-43.16928992621396,157.4629567073079,-43.16242582716233,88.33404060972286,2.864341744333695,2.023994442842221,3.6045829904747886,12886.987757623632,3.468106291719528,1.912340766352664,2.9929477939367537,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0229,21120,18381,21896,153.49085910936842,-42.30121047515357,153.4937404868444,-42.282195381218365,153.49646742559054,-42.26900497549436,116.89798997494772,3.790563526843687,2.0256536445688784,4.21045244480796,23761.868348862095,6.782622261640869,3.082895850763139,3.2197475801756585,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0230,7031,3953,7427,156.26721812680208,-41.81852917671947,156.26796542616745,-41.8171759830618,156.26807930948937,-41.81710009544854,5.639715225486108,0.18287481966194707,2.0303098055482254,2.3683289834825447,49.25595247216766,1.5318065271593766,2.4468185476842192,2.8258178599082364,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0231,12798,9817,13253,156.15286827584947,-42.500573849203604,156.15966555678392,-42.48746846717365,156.16386102839698,-42.47700599082012,89.72264469619422,2.9093689685360316,2.0361153514238146,3.668642038167781,11735.140350203066,1.489725119319514,0.6096590990113921,0.6981951626132624,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0232,19285,16668,20279,153.5034738287484,-42.093098443516475,153.50315118973106,-42.092383016307366,153.50399425503983,-42.091280759648285,6.689724504482036,0.21692268375834753,2.041006007641284,2.145305111795349,89.29285809263946,10.429759915411092,12.08678061646523,8.687128551905142,STATIONARY,STATIONARY,BLEND_FRAGMENT,C,A,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0233,16376,13763,17417,155.03540179893017,-42.43857626769899,155.02514563134548,-42.44636028287062,155.01874806181613,-42.45258098057191,67.075454490777,2.1750055017514995,2.05233388603964,3.190130729069397,6967.414042719762,3.3918907497523656,1.914232871877504,1.8253500496947588,STATIONARY,STATIONARY,STATIONARY,C,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0234,7597,4725,8326,156.18859820206688,-41.86092007503292,156.17529157548628,-41.87695835372871,156.16669058225966,-41.8891850049756,117.48376487030477,3.8095580104422244,2.0554621683123817,4.114550679575087,28330.88079915898,9.735705433694294,9.420147590650076,20.2206430996612,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0235,25916,23687,27477,153.54001416282065,-42.85859591947227,153.53344902451556,-42.87397794595885,153.529783817081,-42.88583392673233,101.7038033333837,3.2978730219349957,2.0596211654747827,3.9089261094387613,17083.215176184887,2.0372409771575914,1.3087681957087203,2.456648462192214,STATIONARY,STATIONARY,STATIONARY,C,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0236,9657,6777,10282,157.11261796695936,-42.527683068523785,157.09088542959836,-42.523044931412386,157.0761181477739,-42.51936333311891,101.36717399420932,3.286957394596892,2.0600822008288393,3.839539346723653,16970.314889078225,3.3246258201280297,3.813861063485796,2.9331189654308107,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0237,21599,18989,22583,154.40843264881934,-42.770328631467244,154.3931663639938,-42.755521175823816,154.38118678857245,-42.745428854391726,114.98532427025143,3.728542949237346,2.0638495202478078,4.112824657911301,22990.654059411616,2.735754025343206,4.221857758605084,4.2228014879643485,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0238,24592,22100,25692,153.85848183788852,-42.8580555289261,153.8468053145622,-42.84713652939788,153.8393057439245,-42.83851095681285,86.6731871349373,2.8104864932185736,2.06590660550682,3.4744032708160884,13791.851562609345,6.5264034929446435,2.9031545286725557,4.080235806783261,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0239,32273,29951,33668,154.00698243711543,-43.75437956164169,153.993575546959,-43.739986893586256,153.98347809948075,-43.730331838183474,105.97964765458985,3.4365226217604437,2.0673649092510296,3.950038730584288,18549.839890695952,3.0690684962752854,3.91206404150672,3.118565955284921,BLEND_FRAGMENT,STATIONARY,STATIONARY,,AB,A,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0240,19192,16441,19914,155.3764595387672,-42.92069292193034,155.37719298673187,-42.901335930408614,155.3776362961595,-42.88802186399414,117.65673579702464,3.815166809072288,2.0815419056364806,4.156697526969427,27620.64708120715,13.56778124012547,5.835737625708222,8.822024866676953,STATIONARY,STATIONARY,STATIONARY,CB,A,C,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0241,23101,20815,24571,154.71281867931518,-43.07624853302398,154.71102291182882,-43.09397400972517,154.70855914629192,-43.10649713669519,109.46923331857458,3.549676801267995,2.102924336934008,3.9899685420871287,19791.530308407033,3.5688313931384794,4.101639942590292,2.1582172414579706,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0242,28737,26217,29813,154.0789397969565,-43.41116795351075,154.10010734837084,-43.39997783783852,154.1143932954234,-43.391497626181234,116.67834162778415,3.783441154477249,2.103281552993642,4.198561398080388,23672.656349823872,2.347125442019041,2.941639798186147,4.585842251428479,STATIONARY,STATIONARY,STATIONARY,B,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0243,32727,30671,34537,155.49402864617156,-44.45921848633269,155.49490065446128,-44.47435449893101,155.4961590175045,-44.48647202518016,98.26525438084933,3.1863737716267853,2.112499455035648,3.709465774542795,16790.609585482292,7.539433242920657,5.744504154283277,3.221620771588595,STATIONARY,STATIONARY,STATIONARY,CB,AB,C,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0244,26414,23919,27455,156.15995330707725,-44.0693707028948,156.16424144964105,-44.05665379538423,156.16830475176906,-44.04645272817326,85.28684035915795,2.765532465138598,2.1130930787886193,3.4699783071984274,12013.215656828786,2.758063128349019,2.443950298664835,3.833001790087056,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0245,30551,28205,31936,153.01924152403325,-43.124978458294464,153.00464296438213,-43.11547618054615,152.99279012946877,-43.10777534809425,93.09816534711358,3.018824447336178,2.11590075175772,3.5281172715070053,16574.213439252424,13.959481406103402,12.142152769188478,5.934023332310031,STATIONARY,STATIONARY,STATIONARY,CB,AB,AC,True,STATIONARY_SOURCE,3 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0246,28802,26449,30132,156.5325240697976,-44.48937781327298,156.55166014028848,-44.491927211326114,156.56724165801697,-44.49368689105756,90.49683253223014,2.9344729773802616,2.123491917371895,3.5362969694800634,13525.769447185088,3.261900115830855,4.416696476856059,2.9802819052635168,STATIONARY,STATIONARY,BLEND_FRAGMENT,CB,AB,,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
REJ-0247,3659,488,3847,156.08714587332688,-41.27723114596793,156.08671583218575,-41.27857236808027,156.08646887524145,-41.27853765510848,5.047477280773413,0.1636707636048505,2.1276034193417095,2.141258082145612,50.83338186737801,9.26928387930064,19.27591055040703,17.336083134457667,BLEND_FRAGMENT,STATIONARY,STATIONARY,,B,C,True,STATIONARY_SOURCE,2 of 3 detections are stationary sources present at the same sky position in other epochs
