id,ra,dec,x,y,flux
1,154.8714289866539,-40.22293646318036,139.60891173451378,0.2151058177075454,-0.04084714485974714
2,155.01709283693052,-40.288578862247654,215.57374047429602,0.21605118556173797,0.1421996374818717
3,155.09647514300153,-40.32445143835643,256.9720067630778,0.30422239910521964,0.10829005628410385
4,155.5537034649817,-40.52969844394803,494.6224089663217,0.6290749154152551,0.7532251222478111
7,157.10585287056168,-41.210278371492954,1291.4572830866266,0.03882540727526071,1.037367704399634
8,157.33055368463081,-41.30849461420111,1406.0000342032658,0.6325414543392435,742.7173082563384
9,157.38922801227474,-41.33259214498418,1435.4596013005414,0.032925383902430765,40.12650143081603
10,157.96866876758966,-41.58085251942222,1728.4636382754577,0.1301607711875358,5.423026486516432
11,158.02295931945693,-41.604033613199384,1755.828486091777,0.17104234889435052,1.4363928682414784
12,154.78000500303614,-40.18336588952931,92.36665804555192,1.0838761608789724,3.4435722114294647
16,155.6745442360214,-40.5833529253593,557.1468616057306,0.5615497989630588,6.9127636248257
17,155.7247954369495,-40.606708495942165,583.4273843141306,1.0808481734563202,12.630470302737486
20,157.02974115045777,-41.18044907124189,1253.5527201033951,1.637337043872063,20.99613591204169
21,157.18875250492346,-41.24717495480796,1333.9179118772888,0.5700904634183822,1.3613598627921564
22,157.74262686188163,-41.48654118206815,1614.9937160667155,1.218463803233773,12.625845672742427
23,157.993414376601,-41.5919587341347,1741.081322439657,0.4231948840824853,0.9525719712254658
25,155.15148602594363,-40.35251930462236,286.56675702771196,2.0059199424178034,1.3186592288848717
27,155.47899394118068,-40.49984179023222,456.8835931147091,2.3819680724393235,11.876868108767031
28,155.5629265762645,-40.536698946678776,500.219382269955,2.095090676209701,0.49656786843486417
29,155.631698373918,-40.566547297362355,535.6108956776964,1.7036877407490505,122.34105312077234
30,155.90765122955327,-40.689524043511774,678.3689218180053,1.9585142228691708,1.5787809790810736
31,156.09653146685025,-40.772860746278795,775.6954406508273,1.891715189818385,1.2414470042823134
32,156.2357247391105,-40.834506976574794,847.404216597567,2.0558499333101454,4.2275078366654695
33,157.4584538256878,-41.36608528667865,1471.5651665865114,1.9251472450574973,0.5148311119622716
34,157.6395229049089,-41.4438508493032,1563.2616351616514,1.9529065055769548,15.932963214808572
35,157.97976736793726,-41.58951754634515,1735.100923699566,2.1426228268078704,3.14382621363434
36,158.27843740810485,-41.7148583092309,1884.9016077341892,1.419867309597854,0.31869030964830086
37,158.38012326922458,-41.75944154203546,1936.3247005173139,2.235670762426178,0.297751847382749
38,154.97148041830604,-40.273054446639335,193.24001924974715,2.7527752685606193,1.1757007947432963
41,157.4848808006809,-41.37962786438911,1485.546297037768,3.038826531276513,23.063873716337568
44,158.29376014824803,-41.72523510927573,1893.615544674548,3.410210368162081,1.4903910031348853
45,154.79551086523983,-40.19555221360665,101.96153839055485,3.7041993577330037,5.041829804069536
48,157.71871418597635,-41.48155771697543,1604.3141236421395,3.8943910802405686,19.434206418315494
49,158.12644247798067,-41.65572148085443,1809.9393231287863,4.116575683507958,0.45442063852502
50,154.83719656735428,-40.21599699663986,124.19451200566144,4.5223413404748545,0.2703678321208973
51,155.8756557551181,-40.68113926263525,663.4811073331481,4.893977172184099,5.641699481021802
52,156.21752838325358,-40.831507204686474,839.4431764745538,4.600163536352939,1.415302771231754
54,156.85878215389948,-41.1128276336522,1168.1781056537668,4.998020749825085,2.217308166999183
57,154.6867278207133,-40.15257464463389,46.91536731079865,6.85179975851581,2.8235389368085606
58,154.90915815363175,-40.25200863810616,162.76656934286174,6.315613367146794,11.558551893296777
61,156.8004984281368,-41.089275413649176,1138.914510661009,5.917208608404237,-0.027836254297681766
63,157.36888350726508,-41.33634795650566,1428.5170027477573,6.413437685583229,1.658836826305297
64,157.7461927027679,-41.49765033322618,1619.356095380226,6.109930571011384,4.9516583640415535
65,154.99049946226398,-40.28925890608543,205.34917947133414,6.620389349958833,4.169192082377814
66,155.44068285263404,-40.49201055134996,439.6506358793812,7.080877498298897,2.156138217815038
67,155.8403055042056,-40.669564702421155,646.3812577471326,6.968853840679857,10.393036544704808
68,155.9811774227016,-40.73155344909464,718.9578532142491,6.7830911657593855,17.525677563438993
69,156.0389190363567,-40.75757515040482,748.8580771516507,7.04229373182399,0.34025387828936093
70,156.3200047888076,-40.88224302511326,893.6817232529464,7.485205662132552,0.5868775145407314
71,157.88757231715482,-41.55947904368239,1691.0930005027615,6.8588651683322155,0.24198333643851014
72,158.23274554759521,-41.707229891789716,1865.0493499644222,7.407448998707539,2.4252275512592143
73,155.0581178383413,-40.32226305994678,241.31575258222404,7.926917680966774,39.7343805744542
75,156.40291094610427,-40.91889786889803,936.3111852646167,7.62016767412273,4.429642874031698
77,156.84254912784743,-41.1118713648092,1161.5639671657111,8.10473688144812,0.9151568418687374
78,156.88154181478228,-41.12824362805509,1181.3045271175354,7.808604641154979,12.241173043068098
79,157.61102479006863,-41.44252046786614,1551.7641128938035,7.504581002189862,19.821481167354417
80,157.82463070483195,-41.53484979409204,1659.9382335602684,7.993585716417779,0.4034804177934656
81,157.84562570819895,-41.54304702109747,1670.3269486110705,7.603997317821772,2.59721749070364
82,158.15631170191745,-41.675460415431445,1826.8204040214998,7.726938968759936,1.149082593444943
83,155.95607707245264,-40.724994966813064,707.2895237034826,9.087817586380968,0.6343130923298135
88,155.30313158602857,-40.43837164971433,370.5018479466996,11.061331577572274,3.19432013063438
89,155.4914263548615,-40.52270340977737,468.24279006620174,11.160151231431321,7.964951081203809
90,155.9254227610787,-40.71581675515963,692.7106008103132,11.312411409821065,1.5772645927953521
91,157.97188107908252,-41.6043423175821,1735.9550634760076,11.427594629977317,1.1542677709996025
92,155.57945966845736,-40.56489635543814,514.681724518817,12.659458102615414,1.3738093120275425
97,154.6223965971951,-40.13597005402548,16.903815863845686,13.190872015857709,0.09746526009379297
98,156.15412765364798,-40.820195903564816,811.4660360041889,13.037020236300668,5.545623859396118
99,157.01962825397516,-41.198034519356334,1254.3903881750032,12.82533186568936,6.083984140441675
100,157.8118406752181,-41.537755646619786,1655.7154194588393,12.26393865002981,1.0769198121461225
101,155.62465663897578,-40.587023694686955,538.6437957436025,13.677983806345042,3.191476462337366
102,155.6683790117894,-40.60666055052797,561.3166338540565,13.774608699035337,15.89387739520867
103,155.69587114497085,-40.6187940870139,575.5092924117124,13.73096450073944,16.71061623042233
105,156.6539963130308,-41.04147372453798,1068.4483953705346,14.087785005178265,17.090597266866155
106,157.29926162260858,-41.320257066766736,1396.94350194396,13.503247372440352,406.4123484838382
107,157.95393845293057,-41.60119298706239,1728.1101783735164,13.719860971900298,16.354196765622422
110,155.25128859040342,-40.42230234061655,345.61139175337706,14.682095048235304,2.0721816620311886
111,157.59863052378694,-41.45194806881842,1549.4486002965436,15.02394179255021,13.034378607317066
113,155.6391833791495,-40.597300734868725,547.2385120450324,15.61245136972131,2.2514371389985453
114,156.08890552252075,-40.79733258505795,779.5484250480616,16.028591438042977,1.7659811504249687
115,156.76901062637066,-41.09446059085354,1128.0164089836755,15.533012845812262,1.58589973342836
116,157.34540998291922,-41.34581790816185,1421.8968113815085,16.39424366649111,0.268525229848229
118,157.65298592495142,-41.47751145006934,1577.5428672717514,16.18387660770784,45.11602294757813
122,155.59382563811897,-40.579029178957555,524.3084783589604,16.582450944071134,0.02602803704410761
123,155.7322918611873,-40.64123151441971,596.102112569592,16.906126265424096,3.1387067803524835
125,157.44876221231212,-41.392016418779534,1474.7617111370398,17.271775718313258,0.9561033142727035
128,158.25760312769367,-41.73597277643146,1882.324184157622,16.718383732252512,1.7401473011498705
129,155.94427942612413,-40.736893400114795,706.0074998464581,17.776628657555033,0.34239757666723997
130,156.11243072859486,-40.81226828661743,792.9301923634633,18.344784852489045,0.9450513419150047
131,156.5009671581648,-40.98280582519695,992.3812969179627,18.26832241003714,2.337713521043396
132,157.07924670087988,-41.23342847771465,1287.3489716827933,17.697136331351285,1.6665497717039535
133,157.92687232936194,-41.597865723001206,1716.6544800539912,17.90650382986799,5.653183527312112
134,158.54742300137082,-41.85979495257418,2027.882158977234,17.486350238774335,1.4275588540877364
137,157.1573111438279,-41.270866081238545,1328.0528280820572,19.56371606473823,0.818796346038917
140,155.07439564880602,-40.35382046858501,256.7416639797576,20.19988626439361,-0.41306310389328127
142,155.57086068471384,-40.57616903978706,514.5064937519422,20.317245237826633,113.6365773753591
143,155.64857536580928,-40.61006973820708,554.5254634924795,19.96987794443538,1.9039897116739748
144,156.41369336203235,-40.94883986956912,948.8296299506161,20.43684138180517,1.2303080912218998
147,157.4735969267769,-41.40950161626157,1489.176870709143,20.74454929939435,0.8477527618313134
149,158.52827687089604,-41.85646476774234,2019.5434181721264,19.90513897068345,3.1369671240186445
153,156.9088845414356,-41.163732799428864,1201.7091683712242,19.826581850050943,3.785892058377504
154,157.0569983505968,-41.229916189572,1277.6925965272765,20.81501699758375,3.5904537238598397
155,157.30583599134738,-41.337705048992376,1404.2334014358305,20.950913624298327,1.4531337047546766
157,157.9016770023444,-41.59341884313053,1705.6320063186004,21.116833401708046,0.33308095894762224
158,158.36488704795053,-41.78990310676171,1938.3700419788386,21.099287659714815,-0.4741795488273626
159,155.1470400996916,-40.38980934026262,295.49785007651957,21.902021771543495,3.390125855198824
161,156.24314860151858,-40.87851110855287,862.5605406933395,22.75387888646563,6.386017701722927
162,156.38394699835516,-40.94041632085698,934.8549279169046,22.785689648170038,0.34340425106566597
163,156.70569191189503,-41.08119104161364,1099.6008976606472,22.820047942099638,-0.028128476225905582
165,157.59250165117078,-41.46526291115145,1550.6257805260827,23.155595732184405,10.962105802328216
166,157.66570928005945,-41.49623777994253,1587.528954293511,22.958105256253955,1198.6830318882662
167,158.44236789727145,-41.82558691782696,1977.9543085817122,22.625625628907184,2.2928301857841684
169,155.69865483079428,-40.63997407729772,582.5779837040332,23.84690945590094,1.1375449818508034
170,155.7661236697722,-40.67096631906011,617.7297317616019,24.372419744745592,14.417273109346032
175,157.62909635572737,-41.4824669234902,1569.536389026015,23.931666541644482,10.643480618356463
176,157.78150071784344,-41.547941129405594,1646.580156222232,24.07500005666192,7.266212461722903
178,155.25142244146193,-40.44315092015102,351.6152006274172,25.212968914362776,42.47158500862829
179,155.82093369024548,-40.69517516981833,646.0014339288473,24.322064882383028,5713.089028898226
181,157.01681830711505,-41.220915572055254,1259.5292446550798,25.096740755721555,1.0183924235401645
183,158.09336228997165,-41.682463680755184,1804.0921193065785,24.951410020595777,3.125509623336155
186,154.65890686045145,-40.177911308498665,43.354268294343264,26.035248181018748,7.060456827398383
187,154.74934162595738,-40.21914858549204,90.69303774564167,26.196759973408895,3.6314563377149383
188,155.5101261925188,-40.55970737652998,486.0629496476567,25.691773031865086,0.40224880621081993
189,155.61497745148156,-40.60660198342711,540.3914419256837,25.790590839635453,0.33659346099588583
192,156.66507605901134,-41.06969349352858,1080.551190882334,25.982802988458772,3.394587146019125
193,156.75505278942342,-41.10882632012343,1126.5000929780206,25.935849607139243,2.6340345477700775
194,157.29022086973913,-41.339822638275706,1398.7026032630793,25.460770101256763,71.51123778756222
195,157.3211303601898,-41.35286863804705,1414.3116164371604,25.319356900894597,1.3255725849863476
199,158.13977338731905,-41.705278517873985,1828.2378167029156,26.544964431145278,3.787309663794487
201,158.25458264079438,-41.75205654576251,1885.3791165688708,25.591302386620036,8.187946144434985
202,158.50112896045115,-41.85669823692795,2009.014447590076,25.871162672697857,0.6157755483961245
205,157.3442739592711,-41.36634497386597,1426.9983697540697,27.105972466496617,4.563353767511533
208,154.59792281395184,-40.154678084541324,12.743770114633858,28.258503822612177,2239.6782682371177
211,156.03520061520788,-40.796625044311,758.33006373376,27.703562868517437,0.7173139212369416
212,156.54501931909067,-41.02082711963655,1020.1202463779872,27.800983582420102,1.2716227888420533
214,157.58722117607255,-41.47326811233466,1550.7105641296002,28.393127944125773,9.992155027083077
215,157.61686640442434,-41.48468530033448,1565.3532704906113,27.735918275301618,10.240746271358402
218,158.4528589205781,-41.84004537985,1985.8313101275846,27.75676308031296,136.7042876572628
220,156.7437128435329,-41.10992828129229,1122.367736240975,29.009770633343603,3.000476426123369
221,156.85990486553806,-41.16161078490073,1181.9743597226804,29.57908549033342,0.585839879439411
222,155.99922352937318,-40.78467528328724,740.9057992260044,29.703240418637538,0.9323970346425037
224,156.13086976226083,-40.84251364802199,808.5910520917361,29.577181490269428,28.62626196803111
225,156.64837343763634,-41.070257997267774,1074.1738173463011,29.97716314756786,6.625582542405245
226,157.23056464198862,-41.32330492729425,1370.9141154450926,30.157885091523674,1.8729405265305332
227,157.39731887774113,-41.39518219891602,1455.5108709566373,30.165029376943647,146.85351136243366
228,157.85675302359482,-41.59075616341913,1687.380432756145,29.534215331572415,451.85169761569085
231,156.27289186573904,-40.907606811274135,882.2928999778883,30.89211528155905,1.0759116770801331
234,157.97429797588273,-41.64397749688517,1747.4181330692793,31.141085551345196,3.2900248980172297
236,154.83854612635952,-40.27072762416909,140.50568438924415,31.905460881511615,3.4708686379969844
237,155.11502651752065,-40.39547832239685,284.586830656407,32.0500487715088,24.57179837404379
242,156.9171813167413,-41.19091098733564,1212.3832811460225,31.826879946600773,2.823655802376258
243,157.0888417553578,-41.26644989129006,1300.0854659335223,32.399082836580256,2.3118953440706753
244,158.03298563963523,-41.67057561581882,1777.3781064026714,31.978741217457454,2.9145204557202145
245,158.42503996960463,-41.836657562848664,1974.0936431193327,32.02242020675726,0.04374292728870371
246,154.67083151029067,-40.19678711768125,53.48816850743729,32.84986308562669,3.1390561015670206
247,154.87020514540126,-40.286690456617784,157.4999288744753,32.75482470489757,2.6134378605097672
249,158.4729640851162,-41.858662855832506,1998.5431880063586,32.94339767675723,0.48248972271067986
250,155.1439871752642,-40.41211833422183,300.6869962103807,33.892713957232466,0.660269181713326
251,155.20758140961328,-40.440484073293796,333.6907826251469,33.81271497597683,1.9741447158198677
254,155.71434386662526,-40.66839612166153,596.7388852851425,34.72826926262798,2.158075737939339
257,156.89421652475303,-41.187516320357744,1202.4772849472572,35.175392223346634,1.2949754497603188
258,157.25106858769539,-41.340697011863654,1383.6383464008873,34.51083271456341,0.8178742988925852
260,157.92869130718478,-41.63182930657462,1726.3897158621426,34.850657874358134,261.5943821336773
261,155.12171657932078,-40.406527324890554,290.3694381199933,36.12346239996794,21.813240212661103
262,155.65280653110372,-40.64342109529428,565.6063151907995,35.92940792694479,134.2583433482176
264,156.82238702686908,-41.158694653650706,1166.5070360203697,36.39703953694656,0.6855985985909543
265,156.9980749494965,-41.23366994441162,1255.6793175266994,35.72731382412756,5.413679082926054
266,157.2009460204011,-41.32192962716951,1358.966488278257,35.97190736983003,8.180703039767808
271,156.4905248512328,-41.015819773557546,997.4230991085544,37.37612848555358,6.6700052869382525
272,158.1003116029423,-41.70820523178044,1813.6107758896571,36.59275293724942,10.949754212470676
273,158.19449400206972,-41.750109665164004,1861.4205031874067,37.597440849958,53.57704949563079
274,158.50522879023993,-41.87932090499661,2016.5242984091076,36.5570224308849,87.95837687673662
275,155.0470927270062,-40.3773127681927,252.78958663422594,38.30589051173456,11.816745168531984
282,154.6434511063873,-40.19675288187135,42.760783998741296,39.100975697749455,2.760049361684724
283,155.1918107419327,-40.44354348559754,328.3924964211386,38.942672935041045,22.047269057174024
284,155.54120884742397,-40.59928425009681,509.4474678571287,38.7324666208539,1.5215817976300616
287,156.24384762756787,-40.9100359684773,871.6069879941977,38.61261626018601,3.45251559780318
288,156.57964079325083,-41.05776828611627,1043.8538848743744,38.889475823760144,0.8082294682200494
290,157.1596623798377,-41.31048546549259,1339.7295718709604,39.22724545326253,0.6543155449972631
291,157.40943986561598,-41.41766612866148,1466.309368295186,38.96772970075801,1928.325149373303
293,157.55982578057163,-41.481458507476766,1542.208399029121,38.56084278752226,1.5555870894178438
294,157.80737355431907,-41.58751651646559,1667.2385285396815,38.633377392927954,13.095656572192995
295,158.5151013232259,-41.88738785473054,2022.480650858939,38.55653458357843,4.36158168984665
296,156.47766671553268,-41.01465132387345,992.071788805826,39.64331108748376,0.7220441089376423
299,158.2323220741366,-41.77069522251106,1881.601197027783,39.930131445001635,5.258572224203612
305,155.97627404068214,-40.798096017374995,735.686277133904,41.662800191306175,1.5591956536499827
307,156.7058710047908,-41.11719090467692,1109.5667500118257,41.093191810231176,2.918155853353014
312,155.5512086035911,-40.60918984331191,516.1665393695632,41.49590897324032,0.8600738413945541
313,155.66833658845255,-40.66156148939194,576.8073779815926,41.62787657271997,3.2094020278431667
314,155.3012625891634,-40.50029237345521,387.4221715570566,42.855287523002154,3.9733366215902177
315,157.20650580724413,-41.337783671381445,1365.4375684249662,42.825097958809,9.63451497578186
316,157.4419721653215,-41.43884712019953,1484.7235059133236,42.63424601491063,2.476131930483592
317,157.6337792758151,-41.52298853152841,1582.2229197298798,43.5772973163865,2.5333006379043934
319,158.50094097502824,-41.8898915240937,2017.614145575635,42.88558437218503,2.1957144819038783
320,155.5576754122016,-40.61744994060003,521.0362196829956,44.22325028440775,1.2855293896235869
323,157.9158856441339,-41.64325957341926,1724.4288648175032,43.46964961320933,1.2862152303828107
324,158.37743143965156,-41.839942017487125,1956.388321884092,43.970613893477065,0.8773353497333622
325,154.638413926659,-40.206039748936,43.479572410194635,44.94951251927161,288.30632836675676
326,155.06395139244162,-40.39830251114109,265.40633565480675,45.09510635971767,0.5904862663907509
327,155.21992586178007,-40.46705891913307,346.1133112945424,44.46938217982225,387.6396941308839
328,155.70081081614993,-40.68255115396254,595.4374694276689,44.95558998237275,32.772325588434235
330,155.93523201701402,-40.786990596771794,716.5189244806953,45.23444711375752,152.04941987722486
