candidate_id,ra_epoch_A,dec_epoch_A,ra_epoch_B,dec_epoch_B,separation_arcsec,motion_arcsec_per_day,flux_A,flux_B,flux_ratio_B_over_A,source_A_id,source_B_id
MOTION-319,154.84992976266497,-41.55354122582001,154.85978076300265,-41.5707834589843,67.50594484060434,2.188964689750056,0.2580315971629659,0.1639816812610962,0.6355100811840874,4629.0,4424.0
MOTION-320,157.1281695602566,-43.56275645610032,157.1509800234506,-43.55391090464046,67.49294342460283,2.188543102575604,3.8869324326197927,2.1618780517507283,0.5561913126165722,8315.0,7872.0
MOTION-321,154.99631208306835,-42.347695919759424,155.01291676658428,-42.33353473190587,67.46288236461415,2.187568335108723,1.2381225632963078,2.044345842965709,1.6511659698075107,7263.0,6848.0
MOTION-322,157.10433598129188,-43.163054937037415,157.12929632729563,-43.158703604685925,67.39099002636127,2.185237136126608,1.34567342060229,1.2043625236973845,0.8949887136496623,6880.0,6546.0
MOTION-323,154.7219301294046,-42.77611267029874,154.71923765951234,-42.75754448873974,67.22312794420719,2.179793998171117,6.647175402472918,3.4178914368061712,0.5141870388337623,9258.0,8761.0
MOTION-324,156.8507486674216,-42.176160060867474,156.83572024478974,-42.16119813073711,67.15024720767573,2.17743074913865,2.794307663842475,4.846353823794095,1.7343665790651823,3716.0,3512.0
MOTION-325,154.34648251421777,-42.69929930248409,154.32531841985937,-42.70956253677269,67.08184379138852,2.1752126828147946,2.713091655688604,4.615982913425433,1.7013737459797906,9584.0,9177.0
MOTION-326,156.9171813167413,-41.19091098733564,156.90511142633716,-41.20716897233439,67.04117584560228,2.1738939738101144,2.823655802376258,1.9954010968496525,0.7066729220928469,242.0,303.0
MOTION-327,156.49837196754643,-43.20441637286388,156.51691257848884,-43.19162258645682,66.99891197312614,2.1725235148865214,32.96954400342456,16.903170523056232,0.5126904552061895,8005.0,7542.0
MOTION-328,153.13006072016327,-42.55009749283551,153.1373520139238,-42.567915395844864,66.99495841280836,2.172395315748581,1.6947674843009912,1.003938559800816,0.5923753960944628,11027.0,10570.0
MOTION-329,154.7256369653035,-43.843128102441256,154.7254850555114,-43.82453178542888,66.94790351478186,2.170869501829481,2.4169966182827585,1.993251692535285,0.8246812086776778,13300.0,12595.0
MOTION-330,156.68921798458007,-41.26838972015094,156.69037312039222,-41.24982460951358,66.90746730813434,2.1695583072562052,38.35004561380333,19.738817132906128,0.5147012687203046,828.0,750.0
MOTION-331,157.14560464145916,-43.19958441929983,157.15819260238692,-43.18342521048063,66.9006168700074,2.1693361732322374,10.565171487567405,14.609288592786973,1.3827781792258171,6955.0,6578.0
MOTION-332,154.96753438608815,-41.514346203505056,154.98115947727194,-41.49883174153395,66.84871346511692,2.167653140414145,6.741231366883451,8.72433223692044,1.2941748713416135,4312.0,4040.0
MOTION-333,155.87094788021227,-41.54284959395388,155.89556898256657,-41.54058131011997,66.84230254198648,2.167445258213631,1.448513715903074,1.666839406526261,1.15072393738921,2949.0,2773.0
MOTION-334,153.40311992554587,-42.58480687024314,153.39074280286582,-42.56865369697897,66.7693758261884,2.1650805182459383,4.837704595478218,4.325407910741687,0.8941033552947046,10706.0,10175.0
MOTION-335,156.34321110696544,-43.33628808254707,156.36168845421096,-43.32352566987898,66.72456209856874,2.1636273770802656,5.732525191807376,3.719121543548674,0.6487754382420939,8707.0,8244.0
MOTION-336,154.97540115349136,-40.69035961475889,154.98068816171283,-40.67227074681258,66.7003666932364,2.16284281080167,1.6398529479168154,1.3976846613950944,0.8523231690808868,1435.0,1277.0
MOTION-337,155.57317507723928,-41.739415728881,155.57018539773233,-41.75779030133006,66.6340586166581,2.1606926884884743,7.095993869448342,7.125652316130686,1.0041796043271736,4159.0,4024.0
MOTION-338,153.32613766855476,-43.09246353542809,153.3448029111203,-43.07999356460464,66.50984034479792,2.1566647556661764,4.821595070357067,8.026266882783576,1.6646497197843666,12813.0,12123.0
MOTION-339,157.03804403343335,-43.76802608923206,157.06307267403875,-43.77177943625667,66.45379096191874,2.1548472843265114,11.792516135417143,7.286287515460164,0.6178738643890287,9207.0,8744.0
MOTION-340,156.81805277103155,-42.11166321449397,156.79321178595058,-42.11073740725517,66.42502503480561,2.1539145131629165,2.448431800104498,1.865388516198942,0.7618707272627844,3531.0,3396.0
MOTION-341,155.37504212641292,-44.34373261174292,155.36123153489183,-44.32814941212811,66.42099714067632,2.15378390365817,21.167296407085427,17.945931041407523,0.8478140380459924,14260.0,13503.0
MOTION-342,156.30131786135428,-43.904793898876974,156.3068073641749,-43.92279912222144,66.36378482084419,2.151928722633344,2.8323473685230978,2.276641267644948,0.8038001598766052,10849.0,10391.0
MOTION-343,154.15658312708914,-40.98722406690128,154.16649707872878,-41.00405873279672,66.3217332698556,2.150565148499531,1.1004662419083593,0.9832223592905868,0.8934598098943448,3722.0,3589.0
MOTION-344,153.3478622709657,-42.98557175263285,153.35708391312343,-43.0027020090001,66.27713456326906,2.1491189796597796,4.001592154694879,5.235992411602091,1.3084772783400598,12364.0,11825.0
MOTION-345,153.60448756945766,-43.29287023932886,153.62550390613995,-43.303104867004265,66.25405610107994,2.1483706316595406,2.455813976680089,3.411566822863012,1.3891796590696845,13101.0,12483.0
MOTION-346,156.17003428083967,-41.55617057348108,156.14586155589978,-41.55278149330511,66.25370170899107,2.148359140052828,6.221197550198431,6.709047937312097,1.0784174402399593,2538.0,2471.0
MOTION-347,155.78379402417275,-41.149955329858905,155.7598031637415,-41.146528280311735,66.19513134930334,2.146459922887212,4.047108728664302,2.4197839439892928,0.5979043574616075,1737.0,1706.0
MOTION-348,153.85369143088568,-42.26345060547477,153.8652121045624,-42.27971099725524,66.09448471769754,2.143196329980727,4.457042331014527,5.065957007825819,1.1366185536480395,8805.0,8443.0
MOTION-349,154.8926066688881,-40.98555913972786,154.9134276234169,-40.99504063737346,66.0768364776281,2.1426240637241856,2.879449566566528,5.413666178645089,1.8801045316103158,2518.0,2436.0
MOTION-350,155.93787545480768,-43.27880920292949,155.9602343112709,-43.287249806366,66.00627222017279,2.140335929422935,2.829811163581484,1.875613440957536,0.6628051599682396,9158.0,8714.0
MOTION-351,157.17168947804308,-42.35654516834637,157.15099297950204,-42.36664499972608,65.97691648650725,2.139384033044219,0.3966952338880905,0.65885918352516,1.660869925427506,3866.0,3757.0
MOTION-352,155.2116783296637,-41.29418717820643,155.19262099450455,-41.28277097399441,65.92830370580593,2.137807702830976,10.863130369356297,10.213011990747558,0.9401536797862013,3108.0,2958.0
MOTION-353,154.1628802885883,-40.78229866900416,154.14069825257272,-40.775023493514674,65.89773792265186,2.1368165690842105,1.4965071501024048,1.7251832391861786,1.1528065462755228,2957.0,2839.0
MOTION-354,153.02068610495152,-42.92383967024573,152.9998742019107,-42.93395661646728,65.84786711043071,2.135199445625543,2.06326885789203,1.3329598479187037,0.6460427310867001,12680.0,12172.0
MOTION-355,157.17936411357317,-43.38845365504841,157.2018941836028,-43.39660693087156,65.84277132914454,2.1350342085441505,1.055261785554181,1.0940446522579756,1.0367518915540255,7612.0,7239.0
MOTION-356,155.0715954497487,-44.32216499404632,155.05381317847707,-44.33530122350725,65.828775179595,2.134580365890311,2.154740884641795,3.9656668326934033,1.8404379203825512,14727.0,14109.0
MOTION-357,155.50104936251486,-41.379961679354906,155.47736333985722,-41.38424073321888,65.80773534981145,2.133898123095498,2.256315942602233,4.461309636111424,1.9772539615911007,2948.0,2873.0
MOTION-358,153.80885645919292,-41.65188335056362,153.78852438462948,-41.64172446659809,65.79613337434877,2.133521914530769,7.685541234407252,4.214205454324006,0.5483290409603829,6686.0,6354.0
MOTION-359,155.1666087066276,-43.9456156963531,155.15111310114312,-43.960088439733134,65.78300186215256,2.1330961088244953,2.4686247671514687,1.4262665759488926,0.5777575413353132,12932.0,12428.0
MOTION-360,155.12738092473552,-40.9962837458812,155.10458252171858,-41.00238950394588,65.72722943802843,2.1312876182188494,1.2631733878901723,2.157889315169114,1.7083080880712265,2204.0,2157.0
MOTION-361,155.47242661525593,-43.17970446779572,155.44770834392472,-43.18251658891485,65.67290130348478,2.1295259605091936,3.039155275523051,4.194189386410593,1.380051035953981,9521.0,9099.0
MOTION-362,152.93255434296518,-42.4340310510279,152.9159578167524,-42.447534104912776,65.62886583826732,2.128098055475269,9.04328039111718,17.326323125343194,1.9159334197314157,10944.0,10496.0
MOTION-363,154.83106004324765,-43.97563162188728,154.8492341085418,-43.962961989323766,65.55642400535011,2.125749038441422,2.6152376102777697,4.197024207288088,1.6048347541324604,13678.0,12954.0
MOTION-364,154.41251641309347,-43.64267323417848,154.39414823847028,-43.65510961613144,65.52708606224428,2.1247977189438547,30.11237629804582,16.512589608975443,0.5483655439722652,13066.0,12512.0
MOTION-365,154.64325586489113,-41.21072038163898,154.66725531721517,-41.21302968286735,65.52489521037722,2.124726677832012,1.4238525971498546,0.8374423621778687,0.5881524280351693,3739.0,3535.0
MOTION-366,155.82411214111767,-42.1823273427238,155.81321790463932,-42.16601882062436,65.51150484583873,2.1242924785147985,4.132314702298254,3.988098112204562,0.9651002887041774,5369.0,5021.0
MOTION-367,155.0413151217723,-42.95964795467466,155.0168539971996,-42.96290092931621,65.49901332441604,2.1238874253097797,3.7142858289108833,2.08038134076481,0.5601026513823324,9417.0,8992.0
MOTION-368,156.0305308098268,-42.91898177017234,156.05048939270893,-42.9081846027705,65.42143893616262,2.1213719787499743,3.62669751512885,3.5629765398241573,0.9824300275832547,7692.0,7263.0
MOTION-369,155.17048523964377,-43.99584838749929,155.157774472739,-43.98015370286922,65.39308381342993,2.120452528432199,1.4657320824077402,2.6440867530176173,1.803935920317858,13134.0,12473.0
MOTION-370,155.089597137702,-43.41942231628828,155.1058916256506,-43.43315460701272,65.26035804406722,2.11614872936323,3.8806792673636727,6.82142787191018,1.7577922322202875,11000.0,10514.0
MOTION-371,153.60847499279313,-41.709695164040646,153.63195537387017,-41.71430613100189,65.2479019958212,2.1157448264203302,5.47723562179787,6.1818650241898805,1.1286469034831699,7209.0,6849.0
MOTION-372,154.77187772260942,-43.92561279597362,154.79580264463573,-43.9312324733794,65.24691870630706,2.115712942028054,5.87230863042071,4.413051422482944,0.7515019560827783,13580.0,12921.0
