source_a,source_b,ra_a,dec_a,ra_b,dec_b,separation_arcsec,flux_a,flux_b,brightness_change_percent
8781,8391,153.82774824646978,-42.24640612018673,153.82809463570115,-42.246431010409275,0.9274440476115512,13.552122012149944,14.79290977847687,9.155671452887729
8783,8394,155.048549849892,-42.792331182776614,155.048226392818,-42.79221000450924,0.9594106613098071,5.383753054541837,4.77899505834833,-11.233018863733395
8789,8397,154.8913017639659,-42.72634357581512,154.89181645908042,-42.72664845221913,1.7485249553914308,1.2246072359823585,1.5668835703862423,27.949886653194206
8791,8398,155.73162683064453,-43.096484871471255,155.73165667491224,-43.096621423657034,0.4978086390220774,7.33477790083613,7.033974290618646,-4.101059558779464
8793,8395,153.35843378093207,-42.03659920821425,153.35832760170612,-42.037018896061916,1.5373177256922346,4.558180335065205,4.99005218174681,9.47465468532032
8795,8403,155.40329476736056,-42.9544607828222,155.40281082538436,-42.9546289097955,1.4114590123357447,3.117922326836043,2.6897611348199004,-13.732259727285303
8797,8412,155.4370795328883,-42.9694186408404,155.43737785037627,-42.96912097743969,1.3288423899479596,11.689937415124671,10.597152773534242,-9.348079487376575
8799,8414,156.14732172585735,-43.28021191205569,156.1478376813258,-43.28030853279467,1.3962530203012689,2.4268993565100674,2.3145912821816936,-4.627636248166267
8800,8415,156.18445656835183,-43.29542858278072,156.1848824492387,-43.29521521878909,1.3546937924563338,0.906865716802381,1.184301685981579,30.592839054214142
8802,8409,153.22624551502722,-41.97864588771881,153.2260668052117,-41.978672423521495,0.4877136585431014,4.077045658609835,3.972812458302099,-2.556586534360195
8803,8416,153.6087832135594,-42.1542077447902,153.60859291711378,-42.153843302125175,1.406861451801036,2.5958554679238124,2.725798039656093,5.005770673211233
8804,8411,153.6604064994227,-42.17631387585904,153.6603840288999,-42.176407523328294,0.3424195028873197,8.826985752810895,8.640578355047,-2.111789947146288
8808,8417,154.85134036027497,-42.71308120959219,154.85169907678556,-42.71300904003747,0.9837813246501539,39.65616083963017,36.77242498711245,-7.271848286523669
8811,8420,157.22645701683098,-43.744123792515644,157.22539265439002,-43.743875565431786,2.9088276360880188,3.450613459836636,3.2183981025470145,-6.729683286536979
8823,8425,156.68515578954722,-43.515668644015875,156.68483267035106,-43.51577459752261,0.9257856049263962,5.487746845840466,4.032136034161935,-26.524744172225006
8825,8427,153.5191257070292,-42.119930987717446,153.51925150722906,-42.120277378970854,1.291461371088842,9.518592643959298,10.420818744845118,9.478566156083918
8826,8428,153.97685877050827,-42.32743378783574,153.97674583402113,-42.327485423938775,0.3534181727816349,10.165554421908055,10.725668903793707,5.5099255646945755
8828,8431,155.21547973150498,-42.87971408572066,155.21491917966986,-42.879978766293384,1.7591502461335682,8.122953479681998,6.764814874851879,-16.719763423824112
8830,8440,156.7214894742806,-43.53474897387185,156.721553483559,-43.53462028753233,0.4924703420746006,24.173200823084226,22.729671185046524,-5.971611490767917
8833,8438,155.13510594957765,-42.84635026787864,155.13494977586907,-42.84644688182267,0.539342848127785,12.42098172415511,13.283095634118112,6.940787202725264
8836,8447,157.14025810127856,-43.71536836851586,157.14024473186362,-43.71561144602208,0.8757702064454828,4.333500536414777,4.385305865297939,1.1954614623405915
8846,8455,153.32071754853627,-42.03540683448435,153.3202029727197,-42.03532913202542,1.404037834039238,1.6902508275941406,1.689360170747098,-0.052693767842156916
8848,8457,153.62517095089675,-42.17628571353642,153.62488007760572,-42.176664104557396,1.5677414467960313,1.95768688445735,2.553920281979037,30.45601430215214
8852,8464,155.1650818990714,-42.86584449287177,155.16536571241716,-42.865828774126406,0.7510091268216416,7.187524959697938,7.3349189012426805,2.0506911958040295
8853,8465,155.18210267355227,-42.87279349815405,155.1817750533507,-42.872996300139704,1.1314387855111094,2.76433135677955,2.698232365631725,-2.3911384930651285
8854,8462,156.79209787976458,-43.57167898731326,156.79191445470494,-43.571559190040496,0.644110097818164,3.507466420944061,3.4462662376323987,-1.744854432425036
8855,8454,153.2777436635273,-42.01749312408743,153.27836659775267,-42.018234638755146,3.1467133985915114,2.932805180202483,2.6664223841111663,-9.082867075164035
8864,8469,157.04282992613773,-43.68016341188062,157.04301694748509,-43.680294460402,0.6779823170124551,1.5201176231206737,2.0221140295476885,33.02352388997757
8865,8470,153.2614334335065,-42.012944231412185,153.2616318161281,-42.012878965612316,0.5803210055748561,1.636910864072256,1.715084802158629,4.775699141729327
8867,8474,154.47014604110552,-42.561014501452604,154.46975986494093,-42.56116179499857,1.1531348336828557,8.826854618041214,9.010438312460517,2.0798314049953444
8868,8478,155.20453372258504,-42.88688146078257,155.20528155289307,-42.88708070571251,2.098925332735114,2.3476465361668235,2.1708247410181807,-7.531874684906906
8879,8487,155.80828945721635,-43.15540900984189,155.80836622430954,-43.155416781068695,0.20353790469498545,0.961130697306624,1.672826835155114,74.04780014236104
8880,8489,156.64302400990493,-43.515290948048516,156.6427173131395,-43.515472768457,1.0341862786490548,5.148170257450132,5.368147758417616,4.27292591283565
8881,8491,153.3429541683728,-42.05576070903888,153.34310686569023,-42.05604508629718,1.1021213502903542,23.367996136797494,26.295678811322986,12.528599617128839
8887,8495,155.05196878934657,-42.823897696167585,155.05195012828293,-42.82391115101555,0.06909410653560404,3.720821835238612,3.9777836475211417,6.9060498906164645
8890,8496,155.8813690785906,-43.18925050881569,155.881146082429,-43.189278096882745,0.5936753187088026,3.842151039178643,3.170167205860461,-17.4897818036283
8891,8504,157.24467782182654,-43.77563158606413,157.24483854251312,-43.77559122104487,0.44232761709949125,91.89639828040748,90.5622831777515,-1.451759946657694
8892,8498,153.86982393236045,-42.29926439819341,153.86972963891142,-42.299124591206585,0.5624545316948892,1.5737959354620517,1.710247363577076,8.670210987358
8901,8505,155.18504718585604,-42.88848146994766,155.18483202998857,-42.888769935322365,1.1834237357595565,2.8814618858355194,2.495626210471196,-13.390275167649666
8902,8506,155.7475396588479,-43.135478625614184,155.74784894536356,-43.13538507429999,0.8795479633676896,18.395477044883176,18.265317437423462,-0.7075630990277488
8905,8507,156.86504608087563,-43.617180499417174,156.86556859495846,-43.61725581288857,1.3885417860409535,9.787808228719385,9.598357983386366,-1.9355737352631595
8906,8508,153.41929661766972,-42.096726249389334,153.41917943443747,-42.096610579929454,0.5209440235807088,2.3167326093779077,2.943833909210753,27.068350369585183
8910,8511,154.77226538723795,-42.70791700289569,154.77268895926355,-42.70795817144092,1.1302571330096967,1.2089544271146566,1.2330238276913448,1.9909270388407643
8912,8520,154.95395312975012,-42.78830386700543,154.95420418164395,-42.788080139803775,1.0433668613333364,107.37969480626285,99.34921644730669,-7.478581843098874
8913,8514,155.48996458501404,-43.02256335806588,155.49007599740213,-43.022938051478036,1.3803994748955941,33.3894772249443,34.005555988692265,1.8451285103910218
8916,8516,156.4413086906519,-43.43731494843438,156.44171040877885,-43.437435331276966,1.1360256903135844,2.0251090413176454,1.9396153647141514,-4.221682628401438
8918,8519,154.29651044141139,-42.4962734812361,154.2967037672066,-42.4965130763095,1.003646759281726,4.329018217158862,4.403197706656145,1.7135407100681308
8931,8536,157.09809491348702,-43.72544394138876,157.0980771203638,-43.72531458699769,0.46797087874360976,179.0879935027118,183.31565645348994,2.360662414096514
8933,8533,155.00969290394144,-42.819428175226264,155.00941282276207,-42.81942876624494,0.73958484804115,3.9606102107616175,3.8044423240433285,-3.9430259078249
8939,8539,154.2005480474758,-42.46207118076024,154.20067010518082,-42.462246423036255,0.7092815455738756,14.204289908940666,14.145045665517571,-0.4170869772645537
8940,8540,154.7035350600713,-42.68530479154144,154.70319062031732,-42.68529975223499,0.9116778879601724,1.6473869803494847,1.4945649970391424,-9.276629300416223
8941,8543,155.78352117486807,-43.16274527816112,155.7836436362146,-43.16291507704339,0.6906990839686381,38.366634412176914,40.86425397178836,6.509874003487629
8942,8549,156.1344489821519,-43.315458121140594,156.13478176982522,-43.315683334335056,1.1904453562001094,4.215704898362352,4.132448982443586,-1.9748990483443922
8943,8544,156.18626650738724,-43.33619851971874,156.18621183913555,-43.3365643693306,1.3248145514715377,1.5122225009930268,1.4126956470205376,-6.581495375656238
8944,8545,156.53383043583435,-43.48615872987963,156.53441534764988,-43.48640596342953,1.7681086841734899,1.4558897652029377,1.083412926756066,-25.584137436047698
8945,8550,156.625525003772,-43.527747878441694,156.62537450267902,-43.5275513740899,0.8091680021470365,10.15714512892518,10.6076208329165,4.435062197826333
8946,8546,156.71889150298148,-43.56544766407876,156.71855289041693,-43.565651552269564,1.148445170403733,104.6037664252183,105.23718539538284,0.6055412647281448
8948,8547,157.01241115576858,-43.69223710206756,157.01208409172338,-43.69225137204621,0.8529022393461402,3.005611919770851,3.711045316732025,23.47054163316455
8951,8558,154.9109075289269,-42.78136429753586,154.9105856629343,-42.7811436604859,1.163681937683633,89.08253875324286,87.85268139456669,-1.3805818467779132
8954,8548,156.04989085966858,-43.28021620920067,156.0498153758027,-43.28018766799423,0.22292202119775678,3.141333845759122,3.1858936185187288,1.4184984770009015
8955,8562,156.088288123591,-43.29780994722828,156.08806751975754,-43.297653648936056,0.8066507436987262,56.86516156001572,53.03997204808486,-6.726771553957053
8957,8552,157.22864526183957,-43.785465737550176,157.22910799775747,-43.785594047783825,1.288292645057228,5.362112216905417,5.372954371346968,0.2021993200248347
8958,8554,153.2403090181073,-42.02922520627127,153.2401219050055,-42.02911575166372,0.6368854676576032,55.58821530750552,54.12383457400323,-2.6343366582315295
8962,8563,156.43589113789488,-43.447969210690225,156.43575005634523,-43.44833116667017,1.3542076860295307,7.3705276763098135,6.097196467999862,-17.275984355945965
8963,8570,156.8237070807987,-43.61683263178034,156.82420325745898,-43.61697378426992,1.3894335748820348,1.7629059833196712,2.3251688246311275,31.894091155824285
8964,8573,156.98855260467076,-43.68638559839943,156.98874469219092,-43.68668240026707,1.1797113336684797,2.339105072500691,1.9609235934214477,-16.167785001420953
8969,8564,154.61387968770828,-42.65347405485781,154.61395621996977,-42.65358604691025,0.45122834652542987,2.0412731979591587,2.0913754742388093,2.454462064643883
8974,8569,156.6044754334151,-43.52298604554228,156.60409072157935,-43.52260686417331,1.694656729653164,3.2076029213246757,3.4500951162723377,7.559919382026174
8975,8571,156.86526413344066,-43.635700118665724,156.86499181218142,-43.63598205951589,1.2383950981199248,2.5466800118262247,2.455665506194334,-3.573849294345542
8976,8572,156.96739445347222,-43.67833681002875,156.96695373590234,-43.67821493064244,1.2284897109416677,3.2224118921950065,3.4148731769701275,5.972584859225504
8994,8588,154.28043259574153,-42.510641310745534,154.2807550710172,-42.51042259055045,1.1628964533843282,2.6542937039026833,2.392101462373121,-9.878041798616847
8996,8589,155.04141410704844,-42.84931482303764,155.0418451727531,-42.849257859991646,1.1560546912162488,27.664865142079297,29.445838048923346,6.437670661676649
8998,8586,156.7370461635721,-43.585502450182034,156.73737349098394,-43.58577262669906,1.2940523076383637,0.8606444749219222,0.980943960379477,13.977837418693515
9003,8590,155.4969370786145,-43.0514474201999,155.49691167095472,-43.05158221581472,0.48984570374497616,1.1829511105902504,1.1469461369178862,-3.0436569482908737
9006,8592,156.34740331642777,-43.421151593426735,156.34662626647446,-43.42094867424393,2.159131965969726,1.900785669572851,1.8378859652634598,-3.3091423886590143
9013,8605,156.47040121185344,-43.476463151492055,156.47034203136235,-43.476201327011985,0.9551629555892502,5.837126629710891,6.387384973310256,9.426870076769593
9015,8599,153.21744337254876,-42.03460978460562,153.21726768289292,-42.03465228080219,0.4940536842383794,13.84080416942035,13.588562765134977,-1.8224476063513055
9016,8607,153.51747914499146,-42.17174996424145,153.51733942220284,-42.17113473121202,2.245993584154487,6.493076200126963,8.330776766869716,28.30246419573544
9018,8611,154.56669094182388,-42.64438324368918,154.5662101035997,-42.64430266055956,1.3059190585210507,2.5650770252689883,2.700667489136423,5.286019192862874
9023,8608,153.57817993524844,-42.1994704788705,153.57797470923947,-42.199298040788705,0.82760221610388,5.703337218663492,6.614059217109976,15.96822988944534
9024,8609,153.9511880734075,-42.36920879992511,153.9508992027915,-42.36922724965985,0.771187117444481,331.7172148633097,299.6080085814799,-9.679692473922708
9026,8610,154.46762089728347,-42.6003176609596,154.46768629163233,-42.60024457504381,0.31504960300474605,3.748556191928616,3.618221963585946,-3.476918089778285
9029,8617,155.5740716329761,-43.09159690320165,155.57444881705146,-43.091716824804884,1.0814995395841678,1.2721718358271703,1.4359741608164844,12.875801867033893
9034,8612,156.8098485959784,-43.62418789862967,156.80949872855206,-43.62438881549899,1.1638034964446986,3.2417693625642032,3.489225163702248,7.633356154069826
9035,8613,156.90009895831605,-43.66322654078475,156.89947556175318,-43.66328131363093,1.6354274778853726,1.3886564828316015,1.4689690143068557,5.783470027914273
9040,8614,153.59358619554945,-42.20796860697624,153.5925511406138,-42.207859511801104,2.787841512434408,1.5639265536415392,0.976393677242501,-37.56780489665527
9044,8625,154.89990660764613,-42.796620672121385,154.89929479043766,-42.79609987445154,2.475305168113867,4.4749678460381235,4.754372956550062,6.243734483127246
9047,8627,156.53620478219582,-43.510668256187856,156.53595416047918,-43.510568825221696,0.7458532603400673,13.131453063742258,11.91700316346423,-9.248404532102322
9050,8624,154.4812261311531,-42.60989564713712,154.4805247466059,-42.60985405086501,1.8643626433795992,1.4513880206121001,1.475751812409784,1.6786546017796624
9054,8629,156.9715219165295,-43.69854521751027,156.9717569459567,-43.69831120378123,1.0411175990234502,1.534230264997094,1.2218936778049283,-20.35786897951445
9056,8630,153.55327493531718,-42.19394190612725,153.5528961953465,-42.19385309356741,1.0595485450755837,2.9422054103062902,2.8322576494902147,-3.7369165467148564
9059,8634,155.23043375730336,-42.94490894296189,155.2305734317169,-42.94512639614748,0.8650453975635671,2.297854170297711,2.366699076530832,2.9960520177049057
9063,8635,155.54753044868,-43.08571698438226,155.5474461172485,-43.08595520946165,0.885808518272911,18.35979750117212,19.92779854901738,8.54040491320862
9067,8637,156.44481430122897,-43.474163132588885,156.44393077318037,-43.47403028343515,2.3572153546652137,2203.4535009477668,2340.7470265643315,6.230833805093274
9069,8639,154.12455553656872,-42.45391553651438,154.12396956534263,-42.4542236981511,1.911331897658471,0.9563229647231091,1.1716528363562255,22.51643843933649
9071,8640,155.07296002958677,-42.8786852022286,155.0728877554771,-42.878294547649425,1.419222146967961,1.588910667878637,1.3440030689171876,-15.413553695150586
9072,8641,155.32354217685668,-42.98926755680779,155.32340620110955,-42.98948382437541,0.8569562423597235,7.336836656304757,8.121669078038074,10.697149991187114
9075,8645,153.59801510591356,-42.21824318433378,153.5982831967567,-42.21853012602559,1.2561663532051186,1.8634654852747006,1.6717213051428468,-10.289655571677415
9078,8647,154.3939692646046,-42.57796578478083,154.39406651560924,-42.57760423606306,1.3268611119935068,2.3604112907462165,2.544898350612707,7.815886180080392
9080,8653,154.9761877294387,-42.838168254236365,154.97611191232318,-42.837995843055666,0.6521509320375471,3.8460545187229362,3.7705510480509394,-1.9631409358457914
9083,8657,156.0734612179458,-43.318939229358435,156.07324377581867,-43.31900281646966,0.6138001780005289,3.079983123612756,3.1714546795690097,2.9698719858230764
9084,8648,156.5088676946469,-43.50561667455491,156.50883913811276,-43.5057469488958,0.4748780769862981,5.817343944857496,5.615264250564461,-3.473744997864058
9085,8649,156.85790026521607,-43.65652710595377,156.8580518196808,-43.65670649127635,0.7568721584927424,4.018221059499484,3.9920773562140965,-0.6506287956353504
9097,8661,153.34660832999094,-42.11162703976425,153.3467451069051,-42.11164807655018,0.37304764068277285,4.398272726378339,4.172833998682007,-5.1256195720715265
9099,8671,154.7129742805965,-42.72727360850342,154.71323362055702,-42.72711311967089,0.896757264864558,3.1184732792391427,3.4264882529699263,9.877107999653417
9100,8672,155.0074067383344,-42.858399526008704,155.00794209886672,-42.85803706871202,1.9231704301186867,5.771307297243902,7.286513312768115,26.254121249925515
9101,8666,156.291945123585,-43.41929243970486,156.29200437603842,-43.41924710075432,0.22504632448990358,2.067813188582569,1.8851057064323422,-8.835782804706248
9104,8669,153.29489278943745,-42.09012009171659,153.2949939572865,-42.090259694234526,0.5706337903094062,16.31839331924247,14.790960928552874,-9.360188597050579
9105,8670,154.1568161214849,-42.480530869603676,154.15618408724592,-42.48028176641058,1.902660649840186,3.9917029606120287,4.185451270095469,4.853775729187373
9110,8675,156.88846142779417,-43.67643795646499,156.8884350735215,-43.676771392926554,1.2023309320788493,1.614491973923355,1.4392437038554604,-10.854700605418689
9113,8677,154.87191973881352,-42.8010635623347,154.8721499049712,-42.80110173642507,0.6232955252631553,3.7345361101109886,3.673113645912394,-1.6447146951477487
9114,8678,155.69174025028929,-43.161705773072384,155.6914147780848,-43.16196704959701,1.2708952736881274,3.8451732071762974,3.427702757202856,-10.856999866594066
9118,8679,156.79637961334632,-43.639889742235326,156.79611222666418,-43.6399110338848,0.7008238884359311,9.961645787584152,11.111678388093976,11.544604426139957
9119,8681,157.09949660876242,-43.76835642098906,157.09927720108294,-43.768353781238666,0.5704760706550653,1.5024797229453755,1.69366478480845,12.724635077822303
9122,8682,153.3834272419454,-42.13246031989663,153.38374885792962,-42.132669908328545,1.1430422971621643,1.5971278380796645,2.0044183815373353,25.501436625598107
9125,8684,154.3929666619536,-42.58889894489814,154.39292632296247,-42.5889163743429,0.1239675193552724,2.7822221909202773,2.6943925134493596,-3.1568175164998693
9126,8685,154.40731286682166,-42.595381600241815,154.4070752478537,-42.595274427142826,0.7385212853168837,17.374945054369444,16.42328849716863,-5.477177362132095
9132,8702,156.7313289904291,-43.61460220194076,156.73069594111786,-43.61430080976193,1.9747577032569714,21.860012015680546,24.44253270604693,11.813903343300538
9138,8703,153.4446412534071,-42.16621737825585,153.44449826864036,-42.166084362300346,0.6122658117551903,2.7339829734255034,2.978322711538485,8.937134594032955
9142,8710,153.8397425180256,-42.34748561438115,153.84000649340277,-42.347645330066015,0.9076847125230756,25.569366819357775,25.692217364251874,0.48045986340613234
9145,8713,155.86256014627432,-43.24381727256248,155.86188725622534,-43.24378684332955,1.767985417668672,12.138271541058403,8.599815715124265,-29.15123305624781
9157,8723,155.82417348173252,-43.22921406719888,155.82402734753867,-43.229236079597214,0.39141996484889197,2.152428842679216,2.348377480843697,9.103605855818934
9162,8725,157.10265267898694,-43.78043033934189,157.10292394458313,-43.780341013134276,0.7749418058962934,5.313261078244574,5.268728778678627,-0.8381349779382615
9163,8717,153.35291087648037,-42.12934322987997,153.3548577379366,-42.128572410966036,5.892250922767838,609.2408915671537,9.507242388586718,-98.43949371747993
9164,8720,153.93662087969506,-42.39283018085647,153.93578046798604,-42.39330443020372,2.812035555029133,2.0782937509503236,1.799983707521439,-13.391275574091685
9175,8737,156.70527623033558,-43.616535643404916,156.70491582067157,-43.61690833198196,1.6378185905202023,1.8041212684488297,1.7358446981611049,-3.7844778775003594
9176,8741,156.87526569471203,-43.68998556246009,156.87527784329092,-43.68984831281918,0.4951097076301246,6.139019576661144,6.168077796198675,0.4733364859757511
9177,8743,156.9921417913669,-43.74019845842984,156.9918498436106,-43.74004711498942,0.9345809314791824,59.197978782998575,60.71065105478165,2.5552768910034276
9179,8746,153.90593084314344,-42.38706605238732,153.90490799601895,-42.38886764186064,7.032876379840393,339.1083164478391,17.46990894300704,-94.84828059482456
9180,8748,154.09175447339751,-42.47171353431547,154.0919571693316,-42.47120542321167,1.9067447714896804,194.2645848877361,197.10052451643045,1.4598335719983206
9190,8752,155.2541652002105,-42.99091453203509,155.25413989803573,-42.99079347728034,0.4408608955820166,7.0165594438715075,6.815715277564682,-2.8624309095285883
9196,8758,156.21454246830277,-43.41170048247889,156.21454610898508,-43.4120404035022,1.22375272159963,4.062983087246086,4.000330929352057,-1.542023595685094
9198,8760,153.74619666501826,-42.31932388141402,153.7457797161036,-42.319113231626105,1.3441971524055492,4.071619780663959,4.053545052671341,-0.44391983943233293
9199,8767,154.26479179388485,-42.555169739073946,154.26492387731778,-42.55487303719836,1.124091508434602,12.857034367087055,12.382186790988046,-3.6932900896226855
9200,8762,155.26951918835113,-43.00084500428827,155.26889685420792,-43.000566514359456,1.9208964050415973,3.4936201338069064,3.7397822493703443,7.046046969485532
9201,8772,156.3170978128745,-43.459160733921145,156.31740057432324,-43.45880502904502,1.5052237134498467,3.6619102414844464,3.4054542120798827,-7.0033401283097225
9204,8770,154.9366677560413,-42.85533184718253,154.93534584800415,-42.85494547783442,3.7556746428208636,1944.355331738067,2006.1467759442571,3.177991347443397
9210,8775,153.92767932434634,-42.405309007663426,153.92783270130033,-42.40551016149151,0.831038289993687,6.153384127247363,6.667898631628041,8.361488471073871
9211,8781,154.15276265678682,-42.50910030714398,154.15285456789607,-42.508629278804,1.7131550536954732,100.7785476647802,102.0777470152229,1.2891626050855782
9212,8776,154.56544222202106,-42.691614894695924,154.5650845315646,-42.69154995054261,0.9749165187213921,10.672291248003548,10.374995109291724,-2.785682397558616
9213,8778,155.37942336865186,-43.051789664766716,155.37897774211257,-43.05188022167594,1.2167736689020854,34.17758838035209,32.65366885018064,-4.458826975186818
9214,8785,156.9515339926943,-43.73458155517188,156.9517051028047,-43.73470223319495,0.6219662352926292,5.690715015620933,5.327409750422266,-6.384176051715807
9217,8786,153.81519333545552,-42.36017791040295,153.81487072026098,-42.3601036578547,0.8988643578134856,5.123449737511135,5.537641851602933,8.084242752677106
9218,8789,154.30599737947185,-42.58078203377023,154.30563760922914,-42.58077837195759,0.9537581109381189,1.7764502709167949,2.089446694938094,17.61920551031057
9221,8792,156.5118514808819,-43.549511738998966,156.5114990460432,-43.549356913458226,1.075306278979638,5.414535115468507,5.332870180314609,-1.508253865056541
9225,8800,155.9195836138618,-43.296073766197615,155.91960433350434,-43.29632013656014,0.8885932293281542,4.057115381309931,3.406663939428633,-16.03236242374958
9226,8801,156.10059543897862,-43.374167232220444,156.10090317149837,-43.37421537437277,0.823708296938822,0.7160315763918329,0.9201090910606151,28.50118924882514
9231,8811,153.79858056820612,-42.3573275961047,153.79813572645497,-42.35713627348502,1.3692353083569242,584.8591832984355,521.3828056198635,-10.853275368026836
9232,8805,153.96937128910656,-42.433580303478806,153.9694905830585,-42.433417801999454,0.6653562218006563,5.873605621212926,6.3070039327172225,7.378743815196735
9239,8807,156.91480584975045,-43.72623193950009,156.9144507843601,-43.726286985993774,0.944734924504115,28.115376944237223,23.527885122703932,-16.316664829470067
9241,8808,157.1364243488265,-43.81926963986081,157.13645126256728,-43.819543062971356,0.9868025743765981,4.824906177742105,4.819550735905651,-0.11099577150659704
9245,8812,155.1410957965777,-42.95707666035773,155.14111231184054,-42.957385445797435,1.112478876809692,5.156588956296758,5.511250669342509,6.877835640024592
9248,8813,156.3927067626882,-43.50401138584019,156.39236439916607,-43.50332116710474,2.640712328587209,3.407807830002806,3.2686333273863646,-4.083989167203917
9250,8815,156.71305270704917,-43.64210021196845,156.71311537948597,-43.64239694890071,1.0806584079082588,1.2442037696578887,1.39852597826617,12.403290551893638
9251,8821,157.1000298322648,-43.80733644999518,157.1002729940798,-43.807742633245915,1.5928887353012295,1.0305111968083263,1.1346149828753003,10.102149922232934
9261,8832,154.26745597756528,-42.57641207806954,154.2675741377603,-42.576039913698516,1.3759214864025422,4.307774836016983,4.701018117546734,9.128687001973107
9265,8829,156.2474059046758,-43.44788032099347,156.24734805361075,-43.448213682478794,1.209588539348196,260.31960447342465,251.29848582304888,-3.4654011819907753
9271,8835,155.48742123184078,-43.11889933607347,155.4875510158031,-43.119148930118996,0.9610833646987712,16.176036156839476,16.038159948190877,-0.8523485439311594
9275,8837,153.82250096960803,-42.37820607481577,153.82240555343466,-42.37827577401896,0.35685635877598654,4.412173413968855,4.564998055677729,3.463704332767939
9281,8836,153.34388727040945,-42.16255041817369,153.3437131130446,-42.16283052134231,1.1103109538496945,2.7948423566823086,2.5068791812522284,-10.3033781043706
9282,8842,154.56944577629304,-42.71615420626041,154.56885183835482,-42.7159312285212,1.764173856812581,25.09140516867073,24.76100915032015,-1.3167696911734317
9284,8843,155.94376204919965,-43.32085428947016,155.94337915087794,-43.32088014186997,1.0071516685105122,10.232857077869962,10.415792726439733,1.7877279744812986
9288,8848,155.22914077332825,-43.01036872383526,155.2293446793339,-43.01029176617597,0.604049407671068,1.7254482663067898,1.3882947868745268,-19.540051476241487
9300,8853,153.50027001673928,-42.23801067841116,153.5000884276002,-42.23792216755318,0.5794614795942475,129.70089219274314,125.6488803960127,-3.124120218624952
9301,8854,153.53516652901962,-42.25481599319262,153.5350865691645,-42.25464982648358,0.6350101764801079,4.530818443012467,4.638917397061393,2.3858593189854878
9304,8856,154.51796259549477,-42.69711421619433,154.51803217121792,-42.697025176654044,0.36964111864371907,2.1710908447842354,1.9117962635970147,-11.94305534520319
9306,8857,155.28635127135152,-43.03729847300433,155.28554510864112,-43.037029186674516,2.3322639834880654,4.877962462786635,4.8971259508510885,0.3928584570022712
9307,8858,155.5402503661435,-43.15024103307451,155.5405167880696,-43.15057778112887,1.3997443489028438,1.302004894571527,1.1142579548725773,-14.419833633631217
9312,8864,154.23252126274454,-42.57266585235758,154.2323100818206,-42.572367254785235,1.2120105856488397,3.5943359966988946,3.792862613006458,5.523318256554033
9314,8866,155.717516914831,-43.23004765947794,155.71786935895813,-43.23011434681618,0.9551225684932477,9.899287054782944,9.52509412733463,-3.779998755238836
9316,8862,156.8888894918831,-43.73538639619302,156.88882979976447,-43.73553681949359,0.563343734950172,2.8391261941049617,2.8038677497006717,-1.2418766195563673
9322,8865,154.45497961461209,-42.67421994547387,154.4548676606415,-42.674324638691786,0.4794318789869589,5.1802130072035455,5.151989696558176,-0.5448291528962713
9324,8870,155.86119021185473,-43.29493916562169,155.86097315223697,-43.294802225383194,0.7526616387751277,7.400004725682129,6.61849375461506,-10.56095232418962
9326,8874,156.4678203757433,-43.557369260406475,156.46745064855526,-43.557252839252676,1.0516902184555768,5.505663279125624,5.531586218246261,0.4708413465625841
9329,8867,156.8573671506001,-43.72407274929751,156.8574798065126,-43.72408068513653,0.29447881147471294,4.424458938207244,4.909270456693693,10.957532327848675
9330,8868,157.0182426577786,-43.790808331892535,157.01777375531913,-43.79094748114882,1.3175008400999437,2.468828857311713,2.4773410964231033,0.3447885456369473
9332,8869,153.3329485776759,-42.16951470952901,153.33300860575926,-42.169413724546025,0.3972641516526578,14.817703134253755,13.78420420125374,-6.974757988037285
9338,8877,153.22690740785478,-42.1217193802954,153.22666604075846,-42.121585223144855,0.8053783930851751,4.385959841007924,4.302344795175614,-1.9064252492812395
9339,8878,153.92167041579802,-42.43682110243842,153.92142125085877,-42.436719731861814,0.7559252102183358,7.86832137543777,7.470693354287776,-5.053530507679231
9344,8889,156.99161486711827,-43.78540620016297,156.99127741206325,-43.785235106206535,1.0717156019794551,43.002069997729265,37.533116345941,-12.717884632244566
9346,8885,154.05896158487087,-42.500421531876626,154.05861397992132,-42.500483809246305,0.9494558922357833,8.165154599212114,8.638138178244633,5.792708188013475
9349,8891,154.53668147070306,-42.716722285455994,154.53710136350426,-42.71672796797508,1.11079635605194,19.41206318172906,19.455138688666064,0.221900714693468
9350,8886,154.70907032985184,-42.791405265820025,154.70924416493952,-42.79168902220236,1.1200028762962275,4.759849095119857,4.548225360602027,-4.446017726377125
9355,8893,154.92787903781874,-42.89246358089482,154.92761063192867,-42.89251957350548,0.736053007250877,1.5341842069635843,1.5591971763904695,1.6303758905451278
9358,8899,155.32665864569594,-43.0690146852059,155.32693296137714,-43.06884875865019,0.936625678413686,13.845235778299438,13.83215211245847,-0.09449940795862066
9360,8896,156.26612117121726,-43.477372232839,156.2660549523545,-43.47733679171601,0.2149479700189912,9.138028781027709,9.978677089503707,9.199449122127353
9361,8897,156.75280615464942,-43.68625122468562,156.75244430224149,-43.68606314543771,1.1600931627785431,2.9930285394617364,2.528548422431392,-15.518733313310678
9365,8908,155.84406639709144,-43.29713852342604,155.84355201174165,-43.29634840099969,3.1475831835864763,14.151513919452917,14.363076443677729,1.4949815647214557
