source_a,source_b,ra_a,dec_a,ra_b,dec_b,separation_arcsec,flux_a,flux_b,brightness_change_percent
3669,3492,155.0014454933299,-41.35107276957038,155.00120791209602,-41.3509841490619,0.7169432476406608,6.960997912105656,6.879050128317411,-1.177241895816858
3672,3497,157.24404869383702,-42.33317941722976,157.24355304959332,-42.33281896853943,1.8503211130420645,2.9915529520497937,2.7912236502678818,-6.696498607676239
3682,3505,154.1209505290455,-40.95978958802063,154.12089726108022,-40.959520177273106,0.9806304680061673,1.9775996386422787,1.602740871991671,-18.95524045038596
3684,3510,155.86236189107305,-41.73822793079598,155.86243379676606,-41.7382933038055,0.3044619380087072,4.623016336438137,4.660801333688516,0.8173234637429676
3692,3515,156.2187075015993,-41.896726115159645,156.21868433586374,-41.89669040195209,0.14276932332418935,2.566974299883635,2.6308136715079,2.486950166472599
3693,3519,154.88426370378147,-41.30747160940574,154.88458450279435,-41.3075411275344,0.9028948539769025,2.013264699655998,1.6409195301314496,-18.49459584664501
3700,3528,157.0761765662272,-42.27058385809147,157.0765082999215,-42.27060985496782,0.888652257178207,10.208037502260865,10.456705355209031,2.43600058182674
3701,3522,157.34048753081072,-42.38181127344703,157.3402361198206,-42.38161728465369,0.96678475888288,1.3495563205604648,1.3580654180837337,0.6305107385021993
3705,3539,156.27608988561008,-41.926051779481654,156.27598267337012,-41.9258409484375,0.8114984833729384,12.022614089932546,11.68568051611702,-2.802498452459397
3707,3529,157.30216843774812,-42.36889149856273,157.3019910388506,-42.36906148205768,0.7727235628911289,13.48057586746895,13.373468470667309,-0.7945313156844491
3708,3530,157.45426569532958,-42.43257008238718,157.4539795345512,-42.43263002027406,0.790370163000069,11.30066593972033,11.047791600943137,-2.2376941334791054
3709,3531,157.90589191386948,-42.62425337102796,157.9060026746999,-42.62460353206247,1.2942728330308646,33.74737998405509,34.72386469333117,2.8935126511671543
3710,3543,157.99002859273773,-42.66214801837233,157.99014961495902,-42.662097324186966,0.36871543966547593,3.708615866666885,3.3930499129049814,-8.508995407106376
3711,3532,154.03188459569787,-40.927440553059185,154.03161436492874,-40.927278210314824,0.9390460455111138,15.584590997694617,17.09607510184597,9.698580504133481
3712,3533,154.07625902668588,-40.947796017527985,154.07599517560314,-40.94769226255649,0.8088479242744364,34.31245786607114,34.24411508909267,-0.19917773668451572
3715,3538,155.802856697248,-41.7190226614934,155.80289008957325,-41.71893574230386,0.3255200834151743,15.72799373090565,14.378771247791521,-8.578478006784138
3720,3546,156.41241086113183,-41.98894895115418,156.41245269666348,-41.989143351450785,0.7087373990852271,9.304497942062476,9.290713285145115,-0.14815046446563224
3725,3554,154.54483736848468,-41.163857496607356,154.5447574242683,-41.16362195431209,0.8751951030139455,110.18794058130995,129.2818543070182,17.328496771040435
3728,3557,155.85172966704164,-41.74607156806131,155.85190829510356,-41.745686835527074,1.465785605860943,2.382562943318505,2.3999647587808832,0.7303821924696057
3729,3550,155.96641955785182,-41.79410882275688,155.9665678841452,-41.79448993121027,1.4285803839327522,3.8784776072996507,3.193350273241419,-17.664852125709306
3732,3563,156.68962103140726,-42.113810977495916,156.68992062386022,-42.11345512565118,1.5103803872439974,1.837357436616653,1.782767021820179,-2.9711374449273116
3738,3559,157.92910676753633,-42.64249868029658,157.9289142795871,-42.642480150068884,0.5140819159441411,3.386456467604027,3.1051806790230705,-8.305902977691714
3742,3572,156.38754875016744,-41.98468218616933,156.38761356410745,-41.984402206110424,1.0227418029761353,1.05970089701067,0.7998396134866356,-24.52213490212965
3743,3565,156.87695189453964,-42.19550664021794,156.87594556903124,-42.19514748375352,2.9791642083140175,2798.44321182139,2590.7931120077847,-7.420200593545527
3745,3569,154.2549535747869,-41.03704135654273,154.2547218041854,-41.03690248022238,0.803769096489477,23.534564383529172,23.975796095421877,1.8748242147260816
3746,3570,154.94043072579058,-41.34718262361364,154.9407527947194,-41.34744343232759,1.2803065413778318,3.3428866033378073,3.210277622032149,-3.9669003780520358
3748,3578,155.92559522929295,-41.784576850981075,155.92568208492426,-41.784089665689244,1.7692964065389198,1.9016486094578988,2.1927645404221576,15.308607989740382
3749,3571,156.19430380906417,-41.89992423224961,156.19406951881987,-41.900214795318,1.219953559277524,0.7974427147308717,0.9568136647866677,19.985253750745223
3753,3576,155.28380618079336,-41.50220775733801,155.28390414630587,-41.502272396415584,0.3520141689407881,13.213714914159505,13.729908021781336,3.906494963567668
3755,3580,156.34853454799034,-41.97091947405075,156.34887348503133,-41.97121744022169,1.4048522580327756,1.5373202534761838,1.8066276951360436,17.51797916217539
3757,3588,156.74699848815524,-42.14416063990692,156.74686622717198,-42.14426087643003,0.5048260598888179,11.948419674151069,13.520575830111103,13.1578585188232
3761,3583,155.08142251567372,-41.414310087531284,155.08132487217244,-41.41391547727049,1.4448497364047874,1.3448969640489095,1.3449348385578097,0.002816164354050189
3762,3592,155.50568374577816,-41.60327948418648,155.50602732743604,-41.60298473440027,1.4076133656641858,9.614099981031352,8.594701177169407,-10.60316416381379
3763,3584,155.86564917090877,-41.76093385035972,155.86522181456397,-41.76089720406098,1.1551594458288186,2.4209464958098414,2.5160512571934097,3.928412360544728
3767,3595,157.1683910701868,-42.3277015316683,157.16869739600898,-42.327672283959984,0.8220573721654221,16.672515177020816,17.057463602567815,2.308880342646561
3768,3596,157.3928223664999,-42.42386845541741,157.3925477237336,-42.42368029730658,0.9957418758372343,241.56031335204955,290.91027481221295,20.429664449160096
3773,3597,154.0018279511387,-40.93190137445508,154.00153628278323,-40.93192702359289,0.7986236396501368,0.4267503945244513,0.48967478099075806,14.745009559142053
3774,3600,154.8132369175075,-41.29831502825981,154.81333480787384,-41.29857942430707,0.9879614970640248,4.4375848248817,4.716813938274062,6.292366780837952
3780,3602,157.72957920602147,-42.57103110161884,157.72928820570513,-42.57111618159199,0.8300694777127151,2.4290328357870017,1.5459665993444387,-36.35464384969713
3781,3606,157.8729139517797,-42.631874939702264,157.87301446386817,-42.631803871358734,0.36922629150887315,8.179442388808654,8.413145001725125,2.85719492610192
3783,3604,156.25016110558468,-41.93440372531272,156.25021443833893,-41.93453857505447,0.50603424752291,37.16112001898487,41.911538732554526,12.783303385750388
3786,3608,154.3330515110566,-41.084706202397626,154.33291766291003,-41.084710327604895,0.36349504873886346,1.4724636904726456,1.9034103858396614,29.267050736489566
3787,3609,154.3810591230271,-41.10702165357943,154.3810900687551,-41.10697919943796,0.17436939001158458,2.910728239147457,2.8361597574686273,-2.5618496662083015
3789,3615,154.96080032621825,-41.36797156855796,154.96050426717136,-41.36794035558238,0.8077260035845077,3.284016315196471,3.1897782609127137,-2.869597627992277
3791,3617,155.70298622846764,-41.69812773153747,155.7032885136388,-41.697766755185135,1.5326304338391528,4.827933912725127,5.377865880193312,11.390627490130152
3792,3610,155.88168423795798,-41.77663908054,155.88144011775927,-41.77670738508986,0.6999980825034002,2.6857198914484304,2.1791166196844074,-18.86284840712885
3793,3620,156.77983006713418,-42.16784823827039,156.77952123332062,-42.16923749968813,5.068772141631242,0.9533159350847692,1.0184535528338143,6.832741943336243
3794,3614,157.7920633078294,-42.59984677688271,157.79219464305274,-42.60008808981766,0.9358483022130133,8.241407968908339,7.976552419347723,-3.213717250254016
3801,3629,155.1574364630453,-41.460157433141354,155.15705220865306,-41.45983979668101,1.5434642130759049,35.58283644584141,35.26249026402121,-0.9002828717934817
3803,3626,156.58909020290335,-42.089512250212614,156.58882296487985,-42.08901761358317,1.918483586394133,1.3028757353129345,0.3480737093808188,-73.28419741448207
3804,3627,156.9878429180337,-42.26168816579701,156.9876628624292,-42.26139357214435,1.1639896811471635,2.226801480026064,2.191277109757199,-1.5953092625234473
3808,3628,154.1115188443817,-40.99074064563952,154.1119996943597,-40.99118662304513,2.070015276911113,1.635513885714306,1.4875186727543819,-9.048850899562222
3811,3630,155.3678283768366,-41.55576298238879,155.36748222748116,-41.55585465655992,0.9891758625375756,25.989412346763608,25.916533466047294,-0.28041757829660524
3813,3631,156.00223378435285,-41.83409636895206,156.00238173267,-41.83428588401055,0.7892730789939885,0.29853140874633777,-0.08628778026799216,-128.90408772408634
3814,3636,156.3818998532583,-42.00152726842548,156.38167731945558,-42.001452718542865,0.6530328878232016,4.004786435556606,3.1110023307733403,-22.317896825852664
3815,3637,156.91117229575494,-42.23159035290109,156.9113495272906,-42.23172665013489,0.6811306508503264,1.4188744086993799,1.095943017575839,-22.75968818266009
3820,3635,156.10829674269561,-41.882322196645234,156.10831252756205,-41.88264165377251,1.1508235919282612,3.6459313545965206,4.0090737353557495,9.960208940889844
3823,3647,155.47894115131095,-41.60895202907385,155.4789368414079,-41.608669052837264,1.0187805048452188,4.210098382481791,4.316078626751377,2.51728664371764
3829,3646,154.77632910511576,-41.29677416061991,154.7771701936132,-41.297187682728385,2.718677849535393,0.20474296810271628,0.5203053237577488,154.12610190193197
3832,3650,157.5776745799132,-42.520756756604875,157.5774933676879,-42.520766009254324,0.4819658874888309,1.8248924344587505,1.716682686311119,-5.929650762113308
3833,3651,157.86991182857685,-42.644370240454016,157.86997349588322,-42.644327324410135,0.2248023216011329,8.629005896817896,8.493680025237518,-1.5682672279814
3838,3655,154.36108578061777,-41.114573235565345,154.36141033364117,-41.114679706706276,0.9600908536442693,1.1808714191098875,1.3748531243727773,16.426996379428726
3842,3663,155.7200527071248,-41.721542233253196,155.72020978694425,-41.72121171058603,1.262523165420134,16.45149952917089,18.201067892345055,10.634704514758235
3844,3665,156.60905673676848,-42.110318548540654,156.60935084000658,-42.110315223260805,0.7855463825598704,3.9861898748856017,4.148214769319174,4.064655711821107
3845,3658,156.6988795258259,-42.14868324872224,156.6987039401994,-42.14858182044752,0.5941048561060236,2.1732477351388475,1.9809200193269028,-8.849783331289519
3847,3659,157.10200806060203,-42.321422141102175,157.10202178618306,-42.32150298350605,0.29331682154778005,18.413987964806093,18.12470085764363,-1.571018226553447
3848,3660,157.2984687746732,-42.4051403215869,157.29816562908724,-42.40530223379478,0.9945405662342705,3.1728760404996974,2.872655013335959,-9.4621101906161
3854,3673,156.81342197071567,-42.20059082793639,156.8136450142894,-42.200501124370845,0.676836133828265,6.528253794281339,5.599891412298975,-14.220684600154435
3855,3674,157.66481487825092,-42.56539544671177,157.6652577511995,-42.56527333271009,1.2538363156647798,12.027479277470924,11.913007654439443,-0.9517507400399456
3857,3669,155.24012722650258,-41.51083934727245,155.24003784122323,-41.51087391958749,0.27120828444910633,5.342305380399764,5.195291434208409,-2.751882113117874
3861,3675,154.12463122017962,-41.01169721065675,154.12503026203095,-41.01171501254458,1.08587877077725,0.6942080802267645,1.0394646504832268,49.73387376068621
3862,3678,155.10213053119534,-41.451100099333615,155.10205633011577,-41.451136470882815,0.2392292931071776,5.140313475783265,5.207279874626705,1.3027687739070384
3865,3680,155.9684257999745,-41.8365387839358,155.96826639333545,-41.83658683420805,0.4612243616845361,3.678017474989323,3.513557162839321,-4.47143911817546
3868,3683,157.9497230748589,-42.68961990987211,157.94991022973076,-42.68990610542304,1.1431469164266648,0.23511653687597875,0.26552540589930346,12.933530506773769
3870,3685,154.44641245877912,-41.15932553811467,154.44647491874443,-41.159269969186425,0.2620656256442036,16.193816919763762,16.147253117095392,-0.2875406267656457
3875,3695,157.4578560881467,-42.483287482660245,157.4576767852968,-42.48309308984864,0.8463731269986432,0.1641314447461076,0.30240576555116555,84.24608765185266
3877,3689,157.83756941901055,-42.64431412199508,157.83760021642345,-42.64468257386379,1.3289314506770702,11.33359878154945,11.5768684620648,2.1464469071499312
3882,3694,157.41146474188696,-42.464834495632466,157.41175255513622,-42.465004693536514,0.9796096730139897,11.563204673247558,11.424703506748436,-1.1977749284292774
3883,3696,154.23492617246927,-41.06909650175613,154.23472875000843,-41.06896048556686,0.7258611499455155,4.152475063638749,4.122254124870546,-0.7277813425740693
3884,3697,154.3285097161144,-41.111450993334095,154.32788746380206,-41.111319522421724,1.7528774323633076,350.8917775627633,275.81540917491424,-21.39587564841707
3886,3699,154.67142150418167,-41.26611323644809,154.67201623443256,-41.266318993240965,1.7715967679895908,0.9736652349759487,0.7940347025685339,-18.448900705780254
3888,3701,155.12048585683092,-41.46580075205857,155.12054200569543,-41.46579192659374,0.1547670373677423,15.564751502679467,13.504353747642476,-13.237588500415793
3890,3705,156.482673595167,-42.06602990388236,156.48327360163807,-42.06629277591414,1.8619610375228273,5.820153750876762,17.141842879321718,194.52560212416088
3892,3709,157.4421631108655,-42.48003869191995,157.44232357014815,-42.48050367120095,1.7272879585718977,1.8353701796922162,1.917690873648529,4.485236540680727
3893,3717,154.26091725102864,-41.08350604280493,154.26091926792338,-41.083041316808064,1.6730225403223793,8.127145381282922,9.426088298006093,15.98276954310031
3894,3710,154.39894743363757,-41.14551636994258,154.39871856743014,-41.145467301996305,0.6451005010047008,1.5296107448184522,1.6013244578599715,4.6883635777565695
3897,3713,155.59003660721822,-41.67582638176763,155.59012549855322,-41.67614478808958,1.17091796104255,256.92576583810495,249.1406871188268,-3.030088747184551
3899,3714,156.3534481567841,-42.01286215158098,156.3535318951979,-42.0130228645112,0.6204087420452006,2.9102890643819737,2.5633193303313115,-11.922174271178259
3901,3722,154.99148914343462,-41.41407371442558,154.9914520720497,-41.413682910935016,1.4104481330519163,19.720181812262943,18.233588655358577,-7.538435350428322
3903,3719,155.92585561567356,-41.827038313722106,155.92571758312337,-41.82705834343955,0.37723896501170057,2.319916760550313,2.8710628601319326,23.757149780274048
3906,3721,154.4341636102733,-41.16546860955004,154.4337934454749,-41.165465956007544,1.0032373837100947,12.071328483687333,9.79764584383626,-18.83539697327952
3907,3732,154.58177398934674,-41.23206362626284,154.581210044262,-41.23194730197946,1.583195031570014,544.5879400915392,542.198666193636,-0.4387305928040905
3908,3724,156.00184999771776,-41.8609029844063,156.00193291020565,-41.861323163548974,1.5288925361205643,11.774014785508964,11.281536534900813,-4.182755496572638
3910,3736,157.22829688261263,-42.39463764843988,157.22776652056962,-42.394741881039465,1.4591288429762317,7.207599127889724,7.017844209063359,-2.63270633479199
3911,3728,157.65033634747138,-42.57479202770184,157.6503966259875,-42.57513998579173,1.2628006995863243,0.6497735310748917,0.9094940103279912,39.97092322665951
3912,3730,154.07931184742,-41.004721797674954,154.07795798498887,-41.00469510492836,3.6793748788192153,1888.7904287931933,1746.8082599664983,-7.517094891115675
3915,3733,155.98846924676297,-41.85710501649332,155.98957544520545,-41.85791955974256,4.1708735158806105,2.5004713698858088,1.5198877049953046,-39.21595250799793
3916,3746,157.2010336691648,-42.38527311747914,157.2015299136644,-42.38518502790858,1.3571179875485573,3.325612566969531,3.332077137716788,0.1943873682540269
3919,3748,157.94462557766514,-42.70179474966311,157.94451078467404,-42.701689504967206,0.48557541353586914,2.381991922147396,2.250759394578889,-5.509360730753407
3920,3738,154.1593023539653,-41.044282389105746,154.15941608614048,-41.04443297407679,0.6238865660163401,2.3806144495434394,2.4797818357415657,4.165621451938383
3921,3739,154.24187476155902,-41.082406425710154,154.24271054435414,-41.08287956249642,2.836323459101792,2.5562150857273496,2.5825233911237104,1.0291898183080732
3922,3740,154.6204261253942,-41.251825979632606,154.62045154445687,-41.25152680699533,1.0792166012153435,1.5410256143969272,1.5689043837520915,1.8091048646244945
3925,3750,154.09823838506588,-41.019120663334014,154.09824146720948,-41.01937921159043,0.930811370400141,4.996738934837379,4.881107893037915,-2.3141301418267353
3926,3751,154.20457265237255,-41.06791620689602,154.20437997395862,-41.0680712199743,0.7647886593418181,0.5152540396883571,1.1648144508033285,126.0660491876681
3927,3763,154.67461747590363,-41.28008263106793,154.67478963525076,-41.27969662460436,1.4655997590330136,35.816704617768316,37.69299428052606,5.2385882028547455
3929,3752,154.9984419845398,-41.42439115852249,154.99811732256362,-41.42427668321342,0.96844871060015,4.0900365713442195,4.09555850084849,0.13500929412120027
3931,3753,155.5034239993489,-41.64843545288248,155.50300215752299,-41.64847633626462,1.1442807489956475,12.091515109996298,11.250073321459892,-6.958944192533563
3932,3754,155.68623252316158,-41.72991793240043,155.68670819607385,-41.730213005382694,1.6618029908162473,3.32574799302487,2.3022175086692007,-30.77594834311956
3934,3755,156.2330913350882,-41.97010577712274,156.23325059556228,-41.97019407616274,0.5317461458420915,0.44155905027478637,0.5924912555138209,34.1816581825484
3938,3764,154.70286621694544,-41.29405086642149,154.70266616520973,-41.29426839250446,0.9518527677150894,2.688399839616382,1.9685958080392914,-26.77444109949814
3941,3768,157.1005721369058,-42.345867765287046,157.1002299661479,-42.34610137668327,1.2394161687655847,8.805661293509106,7.852755078578788,-10.821517920894037
3944,3770,155.26000788705437,-41.543516287741,155.26007023080732,-41.54383271617649,1.1514611287899366,1.1379704462315523,1.6834322852921129,47.93286511674231
3951,3782,156.13697482998126,-41.93254216807423,156.13673851517837,-41.93251882254119,0.6384438256979896,11.45328253854034,11.508480574600926,0.4819407525732887
3953,3786,156.39943285703689,-42.04898970097451,156.39956232789248,-42.048877113802696,0.5329832915296976,112.70206277304207,106.85545971054108,-5.187662868491414
3954,3784,157.81399851363932,-42.65618659762977,157.8140985116319,-42.65651492469181,1.211265088087381,0.25521422342186634,0.532362049686673,108.59419296811068
3960,3789,156.2887295982881,-42.00256523618944,156.28866667592825,-42.00234107626281,0.8243453031214139,199.46728420546967,200.02780273696382,0.28100775208668705
3964,3787,157.10643300682105,-42.35620835096893,157.10615079471162,-42.356361825973885,0.9321572931157687,8.811669633763538,8.664484740303577,-1.6703405776357667
3965,3792,157.2298679588602,-42.40980991417173,157.2296497753972,-42.40936548540064,1.7018074229616027,1.7486761589349133,1.1436937024389542,-34.59659774079855
3968,3788,154.9808140190827,-41.42714215752297,154.98058217575593,-41.42670691999426,1.687208751680247,2.722807406769279,1.6604064970753736,-39.01858453347191
3971,3794,157.6190254387579,-42.576773196708736,157.61872871399677,-42.57679558340639,0.7907163550552193,9.279699719595904,7.154248814320415,-22.904306922638707
3975,3797,157.383604550821,-42.477451114320964,157.38347861571177,-42.47752630692196,0.4302126562337439,3.320726284486323,3.3500063858411773,0.8817378743814034
3976,3799,154.03678298365932,-41.00570707694595,154.03658862479077,-41.005588044543984,0.6800224477278879,3.6398458149895956,3.6132236315042556,-0.7314096486094166
3978,3805,156.23988343855999,-41.98668150435463,156.23960577047777,-41.986875580613656,1.0199036937178576,0.11836966436566587,-0.27705808749843536,-334.0617327785534
3979,3808,157.29572007857325,-42.44326876551207,157.2958428607035,-42.443476508296605,0.815911134796213,0.8746133582393844,1.007936019488678,15.243611361902246
3982,3809,154.4866699123116,-41.209705300422065,154.48694873525326,-41.209658692027034,0.7735510455531166,1.2056592357012512,1.0606707957932768,-12.025656637851268
3984,3816,155.70988961278564,-41.75683738523609,155.71032702326514,-41.7565940958562,1.4652525053812993,3.5824938657436567,3.6906156533440857,3.0180592529217076
3986,3811,155.99320350502978,-41.879916571431124,155.99318462280164,-41.88013694219792,0.7949475024288399,4.793863850030039,4.625353319888968,-3.51512966184918
3988,3812,156.87597472148218,-42.26483270956612,156.87563488964253,-42.26478003241489,0.9250138224357453,0.14632879614837563,-0.05051700805847405,-134.5229438006518
3990,3814,157.60268711716444,-42.57598512456185,157.6030088835038,-42.57620410888045,1.1614991353947097,1.3938687497397537,1.2707854836393637,-8.830333998331666
3995,3824,157.4411184782332,-42.509314153337584,157.44129937992747,-42.5090848494952,0.9549425535496741,26.939655775676147,28.009545425219443,3.971430290172083
3996,3825,157.77319449080434,-42.650734249221124,157.77350518261403,-42.65065135864775,0.8750971475848212,22.477127561754784,22.89196659262181,1.8456051812104353
3997,3827,157.95759421476967,-42.72852674953804,157.95769922766098,-42.72836036104855,0.6602416795724627,19.993665560006377,20.007128175489314,0.06733440370166902
4001,3826,157.93928238977009,-42.721388458007574,157.93908372626714,-42.72148564738097,0.6312562950475463,1.1767350602840851,1.1010029091296687,-6.435786075425792
4003,3828,154.44140088642703,-41.19506292483455,154.44117778474302,-41.194975788341914,0.6809210052497492,8.200901224294348,7.757010655323424,-5.412704736108062
4004,3830,155.2286478117537,-41.54782247092435,155.2290355510046,-41.54757636356283,1.3697821632086786,0.24782004089631848,0.42985318796158767,73.45376362899849
4008,3836,154.13132100631577,-41.056443740219144,154.13124104252208,-41.05635381090401,0.3897838063543048,0.7823871374400959,1.1447996510350875,46.32137930855746
4009,3837,154.14884486453246,-41.06424848476062,154.14882376880357,-41.06402167141812,0.8185333064585839,9.935048127080206,9.372616244814882,-5.661088653735753
4012,3838,154.53252323486032,-41.23933410988231,154.53292573356035,-41.23952719702265,1.2924342716787338,0.1815975286887438,0.437411443741088,140.86861032718483
4013,3841,156.52197174320725,-42.1177759842736,156.52167165591996,-42.117840961844365,0.8347856441428031,1.31762596407705,1.3328115141341446,1.1524932318506245
4018,3850,156.74315360516997,-42.2163727486512,156.7430117306416,-42.21613806646598,0.9256714403867858,1.1838585651584013,1.216052953071542,2.7194454524078338
4019,3857,157.01970659239555,-42.33691523756676,157.0197801501132,-42.33688598361583,0.22227750402412266,4.976511345040059,5.3961009001638045,8.431399549444167
4021,3858,157.48938391165868,-42.53790679578684,157.48940750911635,-42.53779463571933,0.4085992097114722,36.39781807058251,35.365051766401066,-2.837440151436294
4022,3851,157.7451510508579,-42.644600952204634,157.74466588645657,-42.64485114256388,1.5690078077167093,3.579672055700279,3.419485307178176,-4.4749001034053135
4027,3854,155.0824083715485,-41.488272950716535,155.08244198432863,-41.488385139896046,0.4139279164202475,15.45524026656439,15.575207313415127,0.7762224642361087
4029,3859,155.64224619928163,-41.73862284515494,155.64227368856555,-41.73816898637379,1.6355594677286314,6.3939800171918435,6.102569124852183,-4.557582156280257
4032,3855,156.25157538685593,-42.004710690281236,156.25154567569137,-42.004697589741134,0.09242015073313165,61.82765479940159,62.183560280231596,0.5756412433638806
4033,3862,157.60402194328165,-42.58867474731981,157.60406977664152,-42.58860445738965,0.28302663853288357,0.41995373094329935,0.5162103063864157,22.9207573003114
4037,3869,156.73010982199773,-42.21598813429619,156.73004349570135,-42.21588043452714,0.4261441159617744,1.8247279713205655,1.9868391532374865,8.884128728492074
4038,3860,156.82370200994848,-42.25490959258265,156.82364717412523,-42.254887547514805,0.16627617867551314,23.39949999004945,20.74684143746117,-11.336389896007654
4039,3861,157.00178894492714,-42.332850197049424,157.00128040811597,-42.333267911829175,2.023092962128191,3.4317702355627304,3.339361485702295,-2.692742914511655
4043,3863,154.47720380075006,-41.22288337259704,154.47748947304524,-41.22284084416227,0.7885343902961386,0.2643180297148878,0.265789502358803,0.5567053619090636
4044,3864,155.19494522855342,-41.542760475175164,155.19494314627232,-41.54314857222259,1.397160636087931,1.211148638470363,1.3470186335425862,11.218275838036048
4046,3867,156.3895156234999,-42.069747255733276,156.38929208726282,-42.06987597981652,0.7560438759379005,4.777372650044426,5.326843563582473,11.50152926699025
4047,3876,156.95931523449372,-42.31678792501721,156.95933596783988,-42.31661475391904,0.6258542542510969,15.76703136329587,16.098717805959804,2.1036708497711833
4050,3877,157.41443108599606,-42.51175827338951,157.41426238592592,-42.51137333348439,1.4563015795052212,0.3639431963938498,0.5433232923771272,49.287937722335364
4053,3873,155.45567995710195,-41.66005206670277,155.45571702179745,-41.66025772220883,0.7470410459532931,24.264937782916178,25.58989232208996,5.460366521552016
4061,3879,155.34132505310552,-41.61187513981664,155.34119456994816,-41.61171950669387,0.6612552218605903,8.562983441179298,8.890730624723389,3.8274882322901362
4062,3881,156.14822430041943,-41.96837568224262,156.1484600857867,-41.96855500131641,0.902794627405147,14.031316872229517,13.978002751721183,-0.37996519495509684
4064,3882,156.59523807290873,-42.16052152874804,156.59469613859707,-42.16090166802094,1.991038826793028,7.6281363879041475,7.969717932566226,4.4779160635318584
4065,3888,155.16701316188878,-41.53568113631559,155.1665959724747,-41.53564706612985,1.1308942678884832,4.163239242354113,3.601891025456399,-13.483448445309577
4074,3894,155.51917719922918,-41.694487907386716,155.519396531152,-41.69452093677536,0.6014627407271406,12.996192077379408,11.237296401049736,-13.533931061169275
4077,3895,157.09398301773297,-42.381523014628776,157.0939944973488,-42.381633962696995,0.4005779170835266,1.807936183634897,1.9760758535770957,9.300088767743448
4078,3896,157.23678973916503,-42.44354575051569,157.23698803454656,-42.44384439537045,1.1972438393787919,0.3947604167763691,0.5804049136781689,47.02713063730679
4079,3897,157.78669685120073,-42.6773051910858,157.7865899912575,-42.67719690342797,0.4816223824526454,2.27217058197028,2.038541338145805,-10.282205292081843
4081,3900,154.3690010500945,-41.182081558245294,154.36960811135953,-41.18226100395507,1.767104654676904,2.5922805303880825,2.584393804695866,-0.30423889697755446
4084,3907,154.8660359190843,-41.407641130396065,154.86606809991045,-41.40713468657844,1.8252671299427017,26.969478965018407,26.396671773158907,-2.123909003219814
4088,3905,157.48082700031873,-42.54946252599439,157.48073719784495,-42.54996829255666,1.8362700482249519,2.217656048079577,0.7082289048806245,-68.06407803888574
4089,3914,157.83825267722645,-42.70178211450494,157.83807984830145,-42.701504603169475,1.0987042552514525,0.6820011008606982,0.9613341567951275,40.95785997733811
4090,3906,157.89017822281963,-42.72292990275695,157.89034373654576,-42.722705798520714,0.9178782051005867,0.6688237067006111,0.9533094242639454,42.535232335997335
4095,3916,155.6893380598972,-41.775271793828566,155.68939541100536,-41.77521222862115,0.2639887652841474,320.5738608762273,365.4998972667004,14.014254396062226
4096,3911,155.87601486147273,-41.85730715847015,155.87565771399485,-41.85727299657187,0.9654889044477997,12.237031893747146,10.885065104618368,-11.048159397374805
4102,3915,155.13272491300302,-41.530439476853864,155.1329523661052,-41.530491744807655,0.6412098273634051,8.483123851998231,9.525105643604565,12.282996332310903
4108,3919,157.95113405002354,-42.75305039388037,157.951338780342,-42.753191128750665,0.7413340278856403,22.15523211477787,22.70447207795525,2.4790530757338654
4111,3921,155.14518479009777,-41.535706265799135,155.14496572849117,-41.535787855511934,0.6593534224260685,3.099748627765584,2.8013081437470895,-9.627893092531883
4112,3922,155.422629320765,-41.66093018043833,155.42277718514424,-41.66106310116989,0.6221975688018158,2.548152168337292,1.950783510121507,-23.443209775245773
4115,3926,156.88538883484335,-42.29996258903317,156.8860166460168,-42.300086414618654,1.7300698519997175,1.1608164865400081,0.5407001236832192,-53.42070603297003
4117,3927,157.1319581366863,-42.40518465778743,157.13190121494134,-42.40544785026882,0.9594986337111598,0.5083190311376687,0.18311961376516536,-63.97545585587747
4121,3928,154.1432929185378,-41.08888503740761,154.14311943894216,-41.08867923506591,0.8777669548831941,1.4841300115322074,1.6703601533614372,12.5481016071474
4122,3929,154.41764523137172,-41.211884749625916,154.417880558297,-41.21205477468666,0.8836407480852498,20.557726270385352,20.56641738904524,0.04227665329122403
4130,3935,156.83020809312583,-42.27906087064322,156.82985647842094,-42.27901306999275,0.9522243364465636,139.90211536364092,124.11197872784494,-11.286560317371487
4131,3939,157.1935695797762,-42.43706748431394,157.1939262787887,-42.437177168373864,1.0266715627859535,13.26729140350443,12.512736666591797,-5.687330698964857
4134,3947,155.31459844838972,-41.61944240596092,155.3147143477731,-41.61914566167773,1.1128848571486933,5.73602660584908,4.908740749090805,-14.422629349638715
4136,3948,155.69428375975832,-41.787452370069566,155.6941665941127,-41.78699881432192,1.6628137070309301,32.747337657805566,48.879217252217316,49.26165223867168
4140,3943,154.513617407754,-41.26309626581659,154.5133521355011,-41.26306779792374,0.7251270254556081,36.475170653635914,39.63379540055901,8.659657214265119
4141,3944,154.5381362396122,-41.27237362690808,154.53813374694604,-41.27216931265742,0.7355622229508725,0.5787509404415465,0.6723750601120746,16.176927436022726
4144,3958,153.9915572158412,-41.02874794322623,153.9921469762463,-41.02863574640073,1.651798758786042,4.194593206481814,4.191044217984156,-0.0846086455338292
4147,3952,154.7391650246863,-41.36606500059487,154.73891668601453,-41.36625153729504,0.9492873490060564,11.91009476539207,12.954298907263738,8.76738735031629
