rank,candidate_id,A_source,C_source,B_source,A_ra,A_dec,C_ra,C_dec,B_ra,B_dec,total_motion_arcsec,motion_arcsec_per_day,C_prediction_error_arcsec,flux_A,flux_C,flux_B,motion_AC_arcsec,motion_CB_arcsec,rate_AC_arcsec_per_day,rate_CB_arcsec_per_day,position_angle_AC_deg,position_angle_CB_deg,direction_diff_deg,flux_mean,flux_variation,rate_consistency,trajectory_score,rate_consistency_score,c_error_score,flux_consistency_score,validation_score,final_catalogue_status,catalogue_explanation,match_confidence,best_match_catalogue,best_match_object,best_match_separation_arcsec,best_match_epoch,observed_rate_arcsec_per_day,observed_pa_deg,expected_rate_arcsec_per_day,expected_pa_deg,expected_motion_source,joint_p_chance,catalogues_checked,services_succeeded,services_failed,optional_services_unavailable,status_reason,catalogue_notes,A_match_object,A_separation_arcsec,A_chi2,A_sigma_total_arcsec,A_expected_ra,A_expected_dec,A_p_chance,A_n_consistent,A_mag_residual,A_persist_snr_other_epochs,C_match_object,C_separation_arcsec,C_chi2,C_sigma_total_arcsec,C_expected_ra,C_expected_dec,C_p_chance,C_n_consistent,C_mag_residual,C_persist_snr_other_epochs,B_match_object,B_separation_arcsec,B_chi2,B_sigma_total_arcsec,B_expected_ra,B_expected_dec,B_p_chance,B_n_consistent,B_mag_residual,B_persist_snr_other_epochs
11,3EPOCH-020,11330,9746,10957,154.1558958945717,-43.46500210904643,154.1541733465575,-43.47957976518533,154.1553597642622,-43.49041441967437,91.49503810742488,2.966841041591084,3.6962334339607614,5.655394060069769,6.809645937348869,5.1483421809238665,52.67216113912774,39.12766670230845,2.971246246673146,2.9841304573636585,184.900653984223,175.45781366670565,9.442840317517351,5.871127392780835,0.1184045469671812,0.99568242378321,0.9475397760137924,0.99568242378321,0.0759416415098094,0.8815954530328188,77.44740788476265,KNOWN_OBJECT,LINKED_KNOWN_STARS,HIGH,Gaia DR3,"A: Gaia DR3 5415950500381452160, C: Gaia DR3 5415950259863468160, B: Gaia DR3 5415948782394530432",0.4030024686596337,B,2.966841041591084,180.87689191226616,3.275026030394051e-05,,largest Gaia DR3 proper motion among the matched stars,1.919037858323592e-06,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 1.9e-06). The stars' catalogued motions (3.3e-05""/day) cannot produce the observed 2.97""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.","Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 1.9e-06). The stars' catalogued motions (3.3e-05""/day) cannot produce the observed 2.97""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.",Gaia DR3 5415950500381452160,2.040717365974312,8.261310567720098,0.7100000605743506,154.1562915406715,-43.465490860545714,0.046322141861876664,1,-0.17399245796777962,C:35.5;B:37.8,Gaia DR3 5415950259863468160,1.1797588902772185,3.9978837136804497,0.5900355513098363,154.15461726020206,-43.47964008129813,0.0183866124589388,1,-0.3183120366392038,A:29.8;B:31.9,Gaia DR3 5415948782394530432,0.4030024686596337,0.32218001978056543,0.7100000913109782,154.15525342436908,-43.49049553584086,0.002253165993036821,1,0.7801106773238238,A:19.8;C:19.6
12,3EPOCH-013,12667,10795,12023,153.01408189374678,-43.29444356783956,153.03739340125546,-43.29153233206265,153.0528645592934,-43.28851909418008,103.8380913786058,3.3670799811113787,3.20681784246179,2.094893679438912,2.670305801445477,3.2230958878139693,61.97535619494233,41.966991604489166,3.4960411818694404,3.2006758492320846,80.2721073021109,75.02537439567814,5.246732906432754,2.6627651228994527,0.1729846473058663,0.9155143440045478,0.9708514838531512,0.9155143440045478,0.1982955393845524,0.8270153526941337,77.09719267730469,UNCERTAIN,INSUFFICIENT_OR_AMBIGUOUS,LOW,Gaia DR3,Gaia DR3 5415266290611976704,1.618739231824759,A,3.3670799811113787,78.16051636899144,5.7663078220763546e-05,,largest Gaia DR3 proper motion among the matched stars,6.067982795231338e-05,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"C: chance-coincidence probability 0.070 too high. Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.","C: chance-coincidence probability 0.070 too high. Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.",Gaia DR3 5415266290611976704,1.618739231824759,2.2464985211554027,1.0800001701357314,153.01406875233928,-43.29489311588512,0.027987645544225392,1,-0.43355898701742657,C:5.3;B:5.0,Gaia DR3 5415263374335894272,2.4621484536720897,5.197336306403643,1.0800001728209434,153.03729463081862,-43.292212473188926,0.0698499042656624,1,-0.3899842591795668,A:10.6;B:11.1,Gaia DR3 5415263408695634304,1.7060411133987787,5.773800905948519,0.710000395657714,153.0524289689848,-43.288871299107385,0.031039317296459368,1,-0.9534646863542864,A:7.4;C:6.0
13,3EPOCH-015,11965,10298,11559,156.56980005763,-44.68810846012959,156.5615622736618,-44.69590112783155,156.55696979411718,-44.70287439767328,62.48003053796859,2.0259931326796914,3.3371498299362257,7.098126275038254,5.418942844555908,5.41118361598346,35.092336577735814,27.718265699559367,1.979565126788246,2.113975298569835,216.92211208082765,205.08388490591756,11.838227174910116,5.976084245192541,0.132764167816804,0.9364182864991272,0.9342320712504992,0.9364182864991272,0.1657125425159435,0.8672358321831959,76.77847822647158,KNOWN_OBJECT,LINKED_KNOWN_STARS,HIGH,Gaia DR3,"A: Gaia DR3 5367559997212680192, C: Gaia DR3 5367559894133462912, B: Gaia DR3 5367559894133461632",0.6756689561653172,C,2.0259931326796914,211.69780759554124,0.00010300847535168148,,largest Gaia DR3 proper motion among the matched stars,4.951260812481857e-07,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 5.0e-07). The stars' catalogued motions (1.0e-04""/day) cannot produce the observed 2.03""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.","Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 5.0e-07). The stars' catalogued motions (1.0e-04""/day) cannot produce the observed 2.03""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.",Gaia DR3 5367559997212680192,1.0579831031271454,3.2155336601538234,0.59000025812274,156.5701608932334,-44.68796508006072,0.01481356008547241,1,-0.15320640237695704,C:25.5;B:28.4,Gaia DR3 5367559894133462912,0.6756689561653172,0.905629630858403,0.7100004987655816,156.56171682925896,-44.696053297151956,0.006068558638559929,1,-0.7276856154005096,A:23.6;B:34.2,Gaia DR3 5367559894133461632,0.6880363409524519,0.9390870964888577,0.7100001508291185,156.55693700568156,-44.70306409269498,0.005507706735895734,1,0.18384091511220269,A:17.0;C:22.8
14,3EPOCH-011,9630,8046,9126,156.67173495996485,-44.09391610353882,156.67929283628675,-44.08046886670004,156.68464524875952,-44.069204389050746,95.02076558914337,3.0811671647404784,2.750846526071603,3.231615026139641,1.4983786776714023,2.229036751304951,52.20605785596168,42.84984961462755,2.944953275192233,3.2680083456373965,21.9866901997516,18.85017640343021,3.136513796321367,2.3196768183719985,0.3062872876800895,0.9011461917236462,0.9825749233537702,0.9011461917236462,0.3122883684820993,0.6937127123199105,76.63165506836268,UNCERTAIN,INSUFFICIENT_OR_AMBIGUOUS,LOW,Gaia DR3,Gaia DR3 5367685371597409024,0.263467656026023,C,3.0811671647404784,20.57520281102106,4.5782351637845194e-05,,largest Gaia DR3 proper motion among the matched stars,3.0113210400638806e-07,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"B: chance-coincidence probability 0.073 too high. Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.","B: chance-coincidence probability 0.073 too high. Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.",Gaia DR3 5367685341536496128,0.7606468228592073,1.1477539858490537,0.7100004938359026,156.67161977086727,-44.09411052513839,0.005609326873360687,1,-0.13770658808284342,C:20.9;B:21.3,Gaia DR3 5367685371597409024,0.263467656026023,0.05951233465318213,1.080000144946406,156.6793457989618,-44.080531385342105,0.0007324476900626431,1,0.5717070182097213,A:9.9;B:6.3,Gaia DR3 5367685753853361792,2.721431118262459,6.349607919644734,1.0800003393307294,156.68521586729284,-44.068569273442286,0.07329421476409215,1,-0.19042602852704638,A:11.0;C:14.6
15,3EPOCH-019,11243,9546,10660,156.3740805767124,-44.41091500186948,156.3871235297908,-44.397592983371325,156.3979779275211,-44.38623974428349,108.02424422484374,3.502821222685704,3.580125572359118,3.781940466299495,5.056358259689018,5.371273029823358,58.52676764068856,49.49906101225735,3.3015056705757004,3.775120471695913,34.97563145300612,34.343685164014346,0.6319462889917702,4.736523918603957,0.1450698617869246,0.8745431292402044,0.9964891872833792,0.8745431292402044,0.1049686069102204,0.8549301382130754,75.32894439817342,UNCERTAIN,INSUFFICIENT_OR_AMBIGUOUS,LOW,Gaia DR3,Gaia DR3 5367584323907307520,1.1253872843974722,C,3.502821222685704,34.69024623287491,3.0065802925497432e-05,,largest Gaia DR3 proper motion among the matched stars,0.00011707995799890902,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"A: chance-coincidence probability 0.066 too high. B: nearest Gaia star 2.68"" away (chi2 14.3) - not consistent. Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.","A: chance-coincidence probability 0.066 too high. B: nearest Gaia star 2.68"" away (chi2 14.3) - not consistent. Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.",Gaia DR3 5367583911590445184,2.4736114167902756,12.137970725154203,0.7100001391701136,156.373464750075,-44.4103871721897,0.06572658621600957,1,-0.04522890121828782,C:18.2;B:14.4,Gaia DR3 5367584323907307520,1.1253872843974722,2.5123896162939174,0.7100002618879211,156.3867642477284,-44.39777137848347,0.01743642477163887,1,-0.15622844907534428,A:23.6;B:28.2,Gaia DR3 5367583602346865024,2.680351065235674,14.250980908112222,0.7100179059856867,156.396938164379,-44.38628674850326,0.10216074271046083,0,-4.047478441858181,A:14.7;C:19.2
16,3EPOCH-021,3724,2203,3433,154.96753438608815,-41.514346203505056,154.981408612914,-41.498953049991485,154.98949755607802,-41.48835434550812,110.7343566733896,3.590700008311569,3.740920871670634,6.741231366883451,7.30086601455593,9.316094764093007,66.85769466757604,43.94982958737672,3.771454788375601,3.351899975673623,34.02327214463722,29.757549781194754,4.265722363442478,7.786064048510795,0.1420172773279349,0.8887551790372425,0.9763015424253196,0.8887551790372425,0.0647697820823415,0.8579827226720651,74.406751738965,KNOWN_OBJECT,LINKED_KNOWN_STARS,HIGH,Gaia DR3,"A: Gaia DR3 5416527778345274368, C: Gaia DR3 5416527812705014272, B: Gaia DR3 5416527915784230912",0.5559520230194712,B,3.590700008311569,32.335189992976936,7.568587782441147e-05,,largest Gaia DR3 proper motion among the matched stars,5.282955915972467e-08,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 5.3e-08). The stars' catalogued motions (7.6e-05""/day) cannot produce the observed 3.59""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.","Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 5.3e-08). The stars' catalogued motions (7.6e-05""/day) cannot produce the observed 3.59""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.",Gaia DR3 5416527778345274368,0.5354317894009849,0.8235768337488856,0.5900001083256899,154.96733600759768,-41.51433874248963,0.0028627664577500767,1,0.8576767886227756,C:6.4;B:6.9,Gaia DR3 5416527812705014272,1.072707657060873,3.3056553602653254,0.590000791300973,154.98107353883202,-41.49879240198585,0.008276185749594878,1,-0.13386139394818075,A:8.8;B:11.3,Gaia DR3 5416527915784230912,0.5559520230194712,0.805458150070591,0.6194636465716107,154.98938632701646,-41.48848437111389,0.002229773949529279,1,-1.4151101420699979,A:18.1;C:21.2
17,3EPOCH-014,6216,4796,6011,156.3426742158269,-42.90912773918416,156.3243791360726,-42.91423122496052,156.30921401751473,-42.91697102338662,92.62943480821326,3.0036252733807136,3.2732604276447006,3.749235331763326,7.232886158161175,3.79371634591654,51.61818382351167,41.18125286354521,2.9117911934652287,3.140750300228083,249.14321397770945,256.137283127619,6.994069149909592,4.92527927861368,0.3313163424662594,0.927100506287868,0.96114406027828,0.927100506287868,0.1816848930888248,0.6686836575337405,73.65470800943574,UNCERTAIN,INSUFFICIENT_OR_AMBIGUOUS,LOW,Gaia DR3,Gaia DR3 5416167001092829440,0.6049246353346781,A,3.0036252733807136,252.2409373715667,2.3495469217502937e-05,,largest Gaia DR3 proper motion among the matched stars,4.4580245915964047e-07,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"B: 2 Gaia stars are positionally consistent (ambiguous). Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.","B: 2 Gaia stars are positionally consistent (ambiguous). Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.",Gaia DR3 5416167001092829440,0.6049246353346781,0.7259149836955947,0.7100000690278332,156.34280135653583,-42.9092676102067,0.00426012763679795,1,1.1275890653028497,C:19.8;B:15.9,Gaia DR3 5416167104172041344,0.5056690656649142,0.7345623286423965,0.5900000661872344,156.32434665986437,-42.91409278971643,0.002270318510455782,1,0.4437870738759324,A:44.1;B:60.3,Gaia DR3 5416167069809958400,2.087078560999578,8.639437360748818,0.7100616655781709,156.3098307370166,-42.91660754708205,0.0460927965651734,2,-3.982032997192344,A:22.6;C:22.2
18,3EPOCH-017,10569,9012,10121,154.2771667851355,-43.312633529854416,154.25950634495993,-43.30402794293923,154.24698638464247,-43.296015012727096,99.1500754204158,3.2150652004621603,3.506534720513371,5.633747744292101,3.1016105746624896,7.129129468609098,55.6785123622531,43.681785538912685,3.140835069206894,3.331457192437346,303.8018692772729,311.3245164796526,7.522647202379687,5.288162595854563,0.3143411981001474,0.9427811578479296,0.9582075155423352,0.9427811578479296,0.1233663198716572,0.6856588018998526,73.21016263713814,KNOWN_OBJECT,LINKED_KNOWN_STARS,HIGH,Gaia DR3,"A: Gaia DR3 5415957509768111488, C: Gaia DR3 5415957574188439296, B: Gaia DR3 5415957544127850240",0.4594517416932132,A,3.2150652004621603,307.1030857039177,0.00010654266934082448,,largest Gaia DR3 proper motion among the matched stars,3.59820004334159e-07,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 3.6e-07). The stars' catalogued motions (1.1e-04""/day) cannot produce the observed 3.22""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.","Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 3.6e-07). The stars' catalogued motions (1.1e-04""/day) cannot produce the observed 3.22""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.",Gaia DR3 5415957509768111488,0.4594517416932132,0.41875705623411086,0.7100007919093788,154.277340622004,-43.3126165243979,0.0024597553661253047,1,0.4355844024856188,C:27.5;B:36.3,Gaia DR3 5415957574188439296,1.5210748673496117,4.58969292569185,0.7100006978648383,154.26008681529663,-43.3040188314236,0.02663175230099557,1,-0.9520196142376971,A:16.4;B:17.3,Gaia DR3 5415957544127850240,0.6713043741393512,1.2945978413068648,0.5900000354666156,154.24673247447657,-43.29599009456973,0.00549279821468629,1,0.7902176919098731,A:20.5;C:24.0
19,3EPOCH-022,9739,8261,9376,156.83235440073588,-44.19391548608702,156.8146451074957,-44.19310706169341,156.799430565338,-44.191523012333306,85.41824591828218,2.7697934547394247,3.744429006708256,2.6778748267109966,2.4289245462975653,4.104085438480977,45.80311638580142,39.68386924615447,2.58376217538849,3.026550082438212,273.63685276918284,278.25671175597,4.619858986787165,3.07029493716318,0.240378108332237,0.8536988006182245,0.9743341167400712,0.8536988006182245,0.063892748322936,0.759621891667763,71.31128032056286,UNCERTAIN,INSUFFICIENT_OR_AMBIGUOUS,LOW,Gaia DR3,Gaia DR3 5367671971299122304,0.6226997826234287,A,2.7697934547394247,275.77561608918813,1.543681352491663e-05,,largest Gaia DR3 proper motion among the matched stars,8.253663557293171e-07,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"C: 2 Gaia stars are positionally consistent (ambiguous). B: 2 Gaia stars are positionally consistent (ambiguous). Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.","C: 2 Gaia stars are positionally consistent (ambiguous). B: 2 Gaia stars are positionally consistent (ambiguous). Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.",Gaia DR3 5367671971299122304,0.6226997826234287,0.3324374039262905,1.0800000436445845,156.83215005066316,-44.19400742358819,0.00472801559206526,1,0.5836079195513726,C:13.3;B:10.6,Gaia DR3 5367671941238689664,1.3222852351914838,1.4990037889593326,1.0800000691086216,156.81438244032702,-44.192791718012074,0.01876315299492104,2,-0.10459867082364305,A:nan;B:20.2,Gaia DR3 5367672147397119360,0.8745205559512549,1.5171316070019727,0.710000074125979,156.79968173218083,-44.191359982413225,0.009303835903450297,2,0.48308198694114934,A:13.2;C:12.7
20,3EPOCH-016,11810,10172,11409,155.48228330141362,-44.18101768305768,155.4674963575856,-44.18770050953945,155.4548627570017,-44.19154546265009,80.29324993611293,2.6036090502907725,3.391152605264978,11.092470122952449,24.400121809045075,9.820826206781527,45.12212962698396,35.42750254730496,2.545347587731341,2.701931862793752,237.7743423880061,246.99699710011603,9.222654712109914,15.10447271292635,0.4365254078492707,0.9420472894899335,0.9487630293771672,0.9420472894899335,0.1522118486837554,0.5634745921507294,71.03803838270272,KNOWN_OBJECT,LINKED_KNOWN_STARS,HIGH,Gaia DR3,"A: Gaia DR3 5415661397543331968, C: Gaia DR3 5415664318121090304, B: Gaia DR3 5415662840652339200",0.1902005732824664,A,2.6036090502907725,241.82495633194912,4.384037263397548e-05,,largest Gaia DR3 proper motion among the matched stars,6.772257876729845e-08,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 6.8e-08). The stars' catalogued motions (4.4e-05""/day) cannot produce the observed 2.60""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.","Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 6.8e-08). The stars' catalogued motions (4.4e-05""/day) cannot produce the observed 2.60""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.",Gaia DR3 5415661397543331968,0.1902005732824664,0.10392488965141747,0.5900000325309939,155.48233239966862,-44.18097829264055,0.0005424966665970032,1,-0.34141058873313623,C:49.5;B:41.8,Gaia DR3 5415664318121090304,1.0596959213319173,4.677027231422543,0.4900002634288493,155.46729917110306,-44.18795868671641,0.016703259131913728,1,0.14124808653362209,A:103.3;B:105.9,Gaia DR3 5415662840652339200,0.7423945782751379,1.5833039101186634,0.5900008664240355,155.45514568596369,-44.19150840586885,0.007473691968808427,1,-0.21853301178083084,A:14.1;C:34.8
21,3EPOCH-018,12738,10920,12169,156.35881889093886,-44.78863104898323,156.3774930029326,-44.79515518408688,156.39369976881684,-44.80024259543229,98.42764139647106,3.1916393737024125,3.557889695700484,3.0326954357639053,6.211091312246696,3.1359142103898714,53.17678531721229,45.27116710217606,2.9997121888841347,3.452673772188744,116.21741529974958,113.86895894774749,2.3484563520021027,4.126566986133491,0.3573390452427876,0.8688084617338566,0.986953020266655,0.8688084617338566,0.1105275760748789,0.6426609547572124,70.73661507665719,UNCERTAIN,INSUFFICIENT_OR_AMBIGUOUS,LOW,Gaia DR3,Gaia DR3 5367546631273840512,0.22466943654832675,A,3.1916393737024125,115.14354348683592,6.45753760323347e-05,,largest Gaia DR3 proper motion among the matched stars,2.721373620017557e-08,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"A: 2 Gaia stars are positionally consistent (ambiguous). B: 2 Gaia stars are positionally consistent (ambiguous). Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.","A: 2 Gaia stars are positionally consistent (ambiguous). B: 2 Gaia stars are positionally consistent (ambiguous). Supporting evidence: the source at each epoch's position is still present at that same position in the other two epochs (forced photometry), as expected for static sources, but the catalogue identification is not secure enough for KNOWN_OBJECT.",Gaia DR3 5367546631273840512,0.22466943654832675,0.10013160882860499,0.7100000823454442,156.3588535081872,-44.78857368015715,0.0006167429723844542,2,0.275061643772216,C:9.6;B:9.4,Gaia DR3 5367546562554364800,0.8354018845751752,2.0045673480742003,0.5900449866001394,156.37753959458115,-44.79538487273781,0.009262123936768507,1,-0.5227441596305895,A:31.8;B:26.6,Gaia DR3 5367546180297669248,0.5984606425919242,0.710484078563963,0.7100001156991718,156.39381054438994,-44.800389077673714,0.004764017773311369,2,-0.22146232442633895,A:9.8;C:11.9
22,3EPOCH-023,2796,1409,2562,155.8634733443359,-41.61877673161999,155.86438218309567,-41.6057966528261,155.8671630998505,-41.59510165637065,85.80701698227661,2.782399842717399,3.9717716660747726,1.6818850975105402,3.859173537810245,2.204050054251885,46.79226817722986,39.22306583759699,2.639560408916609,2.9914062161607933,2.9969622651031123,11.004294316119116,8.007332051015993,2.5817028965242232,0.3594994834799805,0.8823811338816607,0.9555148219388,0.8823811338816607,0.0070570834813068,0.6405005165200195,68.08803067464034,KNOWN_OBJECT,LINKED_KNOWN_STARS,HIGH,Gaia DR3,"A: Gaia DR3 5416487611811863296, C: Gaia DR3 5416487611811865088, B: Gaia DR3 5416487714887518208",1.0359343853903202,B,2.782399842717399,6.648017606637434,8.457226944188138e-05,,largest Gaia DR3 proper motion among the matched stars,8.561470666439882e-07,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,Gaia DR3;JPL Small-Body Identification (sb_ident);JPL Horizons (planets);SIMBAD,,SkyBoT (IMCCE);MPC Checker,"Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 8.6e-07). The stars' catalogued motions (8.5e-05""/day) cannot produce the observed 2.78""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.","Each epoch's detection coincides with a different Gaia DR3 star at its proper-motion-propagated position (all chi2 <= 13.816, unique, brightness consistent; joint chance probability 8.6e-07). The stars' catalogued motions (8.5e-05""/day) cannot produce the observed 2.78""/day, and 3/3 of these sources are still present at the same position in the other epochs. The apparent motion is explained by linking three unrelated known stars, not by a moving object.",Gaia DR3 5416487611811863296,1.2759779866857235,1.3958502432395636,1.0800000327664103,155.86302635655142,-41.618658562836586,0.01034796421699613,1,1.1679892674290384,C:20.9;B:19.2,Gaia DR3 5416487611811865088,1.0680318548062313,2.2628270759637927,0.7100002844152865,155.8642602346737,-41.60607896783714,0.008204489366293588,1,0.7840907951553582,A:49.1;B:55.3,Gaia DR3 5416487714887518208,1.0359343853903202,0.9200561148423193,1.0800033202844963,155.866800858608,-41.59500461749876,0.010084210398617843,1,-1.049451168637796,A:22.4;C:22.4
